"StatRec","Survey","F_CODE","Quarter","Year","Lusitanian","Boreal","ratio","Lat","Lon","WKT"
"44E6","NS-IBTS","27.4.a",1,1972,4,9,0.444444444444444,-3.5,57.75,"POLYGON ((-3.99999999999994 57.5000000002998,-3.99999999999994 58.0000000001999,-3.0000000001998 58.0000000001999,-3.0000000001998 57.5000000002998,-3.99999999999994 57.5000000002998))"
"44E7","NS-IBTS","27.4.a",1,1972,3,8,0.375,-2.5,57.75,"POLYGON ((-3.0000000001998 57.5000000002998,-3.0000000001998 58.0000000001999,-2.00000000039967 58.0000000001999,-2.00000000039967 57.5000000002998,-3.0000000001998 57.5000000002998))"
"44E8","NS-IBTS","27.4.a",1,1972,5,9,0.555555555555556,-1.5,57.75,"POLYGON ((-2.00000000039967 57.5000000002998,-2.00000000039967 58.0000000001999,-0.999999999700151 58.0000000001999,-0.999999999700151 57.5000000002998,-2.00000000039967 57.5000000002998))"
"44E9","NS-IBTS","27.4.a",1,1972,7,9,0.777777777777778,-0.5,57.75,"POLYGON ((-0.999999999700151 57.5000000002998,-0.999999999700151 58.0000000001999,0.000000000099988 58.0000000001999,0.000000000099988 57.5000000002998,-0.999999999700151 57.5000000002998))"
"45E6","NS-IBTS","27.4.a",1,1972,6,8,0.75,-3.5,58.25,"POLYGON ((-3.99999999999994 58.0000000001999,-3.99999999999994 58.5000000001,-3.0000000001998 58.5000000001,-3.0000000001998 58.0000000001999,-3.99999999999994 58.0000000001999))"
"45E7","NS-IBTS","27.4.a",1,1972,4,5,0.8,-2.5,58.25,"POLYGON ((-3.0000000001998 58.0000000001999,-3.0000000001998 58.5000000001,-2.00000000039967 58.5000000001,-2.00000000039967 58.0000000001999,-3.0000000001998 58.0000000001999))"
"45E8","NS-IBTS","27.4.a",1,1972,3,11,0.272727272727273,-1.5,58.25,"POLYGON ((-2.00000000039967 58.0000000001999,-2.00000000039967 58.5000000001,-0.999999999700151 58.5000000001,-0.999999999700151 58.0000000001999,-2.00000000039967 58.0000000001999))"
"45F0","NS-IBTS","27.4.a",1,1972,4,6,0.666666666666667,0.5,58.25,"POLYGON ((0.000000000099988 58.0000000001999,0.000000000099988 58.5000000001,0.999999999900126 58.5000000001,0.999999999900126 58.0000000001999,0.000000000099988 58.0000000001999))"
"45F1","NS-IBTS","27.4.a",1,1972,2,7,0.285714285714286,1.5,58.25,"POLYGON ((0.999999999900126 58.0000000001999,0.999999999900126 58.5000000001,1.99999999970026 58.5000000001,1.99999999970026 58.0000000001999,0.999999999900126 58.0000000001999))"
"45F4","NS-IBTS","27.4.a",1,1972,1,3,0.333333333333333,4.5,58.25,"POLYGON ((4.00000000019992 58.0000000001999,4.00000000019992 58.5000000001,5.00000000000006 58.5000000001,5.00000000000006 58.0000000001999,4.00000000019992 58.0000000001999))"
"46E6","NS-IBTS","27.4.a",1,1972,8,10,0.8,-3.5,58.75,"POLYGON ((-3.99999999999994 58.5000000001,-3.99999999999994 59.0000000000001,-3.0000000001998 59.0000000000001,-3.0000000001998 58.5000000001,-3.99999999999994 58.5000000001))"
"46E7","NS-IBTS","27.4.a",1,1972,7,9,0.777777777777778,-2.5,58.75,"POLYGON ((-3.0000000001998 58.5000000001,-3.0000000001998 59.0000000000001,-2.00000000039967 59.0000000000001,-2.00000000039967 58.5000000001,-3.0000000001998 58.5000000001))"
"46F0","NS-IBTS","27.4.a",1,1972,3,10,0.3,0.5,58.75,"POLYGON ((0.000000000099988 58.5000000001,0.000000000099988 59.0000000000001,0.999999999900126 59.0000000000001,0.999999999900126 58.5000000001,0.000000000099988 58.5000000001))"
"46F2","NS-IBTS","27.4.a",1,1972,2,9,0.222222222222222,2.5,58.75,"POLYGON ((1.99999999970026 58.5000000001,1.99999999970026 59.0000000000001,3.00000000039972 59.0000000000001,3.00000000039972 58.5000000001,1.99999999970026 58.5000000001))"
"47F1","NS-IBTS","27.4.a",1,1972,2,4,0.5,1.5,59.25,"POLYGON ((0.999999999900126 59.0000000000001,0.999999999900126 59.4999999999001,1.99999999970026 59.4999999999001,1.99999999970026 59.0000000000001,0.999999999900126 59.0000000000001))"
"48F3","NS-IBTS","27.4.a",1,1972,6,5,1.2,3.5,59.75,"POLYGON ((3.00000000039972 59.4999999999001,3.00000000039972 59.9999999998002,4.00000000019992 59.9999999998002,4.00000000019992 59.4999999999001,3.00000000039972 59.4999999999001))"
"37F2","NS-IBTS","27.4.b",1,1973,9,8,1.125,2.5,54.25,"POLYGON ((1.99999999970026 54.0000000001,1.99999999970026 54.5000000000001,3.00000000039972 54.5000000000001,3.00000000039972 54.0000000001,1.99999999970026 54.0000000001))"
"37F3","NS-IBTS","27.4.b",1,1973,10,6,1.66666666666667,3.5,54.25,"POLYGON ((3.00000000039972 54.0000000001,3.00000000039972 54.5000000000001,4.00000000019992 54.5000000000001,4.00000000019992 54.0000000001,3.00000000039972 54.0000000001))"
"38F2","NS-IBTS","27.4.b",1,1973,2,1,2,2.5,54.75,"POLYGON ((1.99999999970026 54.5000000000001,1.99999999970026 54.9999999999001,3.00000000039972 54.9999999999001,3.00000000039972 54.5000000000001,1.99999999970026 54.5000000000001))"
"38F3","NS-IBTS","27.4.b",1,1973,6,6,1,3.5,54.75,"POLYGON ((3.00000000039972 54.5000000000001,3.00000000039972 54.9999999999001,4.00000000019992 54.9999999999001,4.00000000019992 54.5000000000001,3.00000000039972 54.5000000000001))"
"38F4","NS-IBTS","27.4.b",1,1973,7,8,0.875,4.5,54.75,"POLYGON ((4.00000000019992 54.5000000000001,4.00000000019992 54.9999999999001,5.00000000000006 54.9999999999001,5.00000000000006 54.5000000000001,4.00000000019992 54.5000000000001))"
"39F2","NS-IBTS","27.4.b",1,1973,4,5,0.8,2.5,55.25,"POLYGON ((1.99999999970026 54.9999999999001,1.99999999970026 55.4999999998002,3.00000000039972 55.4999999998002,3.00000000039972 54.9999999999001,1.99999999970026 54.9999999999001))"
"39F3","NS-IBTS","27.4.b",1,1973,3,2,1.5,3.5,55.25,"POLYGON ((3.00000000039972 54.9999999999001,3.00000000039972 55.4999999998002,4.00000000019992 55.4999999998002,4.00000000019992 54.9999999999001,3.00000000039972 54.9999999999001))"
"39F4","NS-IBTS","27.4.b",1,1973,6,7,0.857142857142857,4.5,55.25,"POLYGON ((4.00000000019992 54.9999999999001,4.00000000019992 55.4999999998002,5.00000000000006 55.4999999998002,5.00000000000006 54.9999999999001,4.00000000019992 54.9999999999001))"
"40F2","NS-IBTS","27.4.b",1,1973,6,7,0.857142857142857,2.5,55.75,"POLYGON ((1.99999999970026 55.4999999998002,1.99999999970026 55.9999999997003,3.00000000039972 55.9999999997003,3.00000000039972 55.4999999998002,1.99999999970026 55.4999999998002))"
"40F3","NS-IBTS","27.4.b",1,1973,3,7,0.428571428571429,3.5,55.75,"POLYGON ((3.00000000039972 55.4999999998002,3.00000000039972 55.9999999997003,4.00000000019992 55.9999999997003,4.00000000019992 55.4999999998002,3.00000000039972 55.4999999998002))"
"41E7","NS-IBTS","27.4.b",1,1973,6,10,0.6,-2.5,56.25,"POLYGON ((-3.0000000001998 55.9999999997003,-3.0000000001998 56.4999999996003,-2.00000000039967 56.4999999996003,-2.00000000039967 55.9999999997003,-3.0000000001998 55.9999999997003))"
"42E7","NS-IBTS","27.4.b",1,1973,4,11,0.363636363636364,-2.5,56.75,"POLYGON ((-3.0000000001998 56.4999999996003,-3.0000000001998 57.0000000003998,-2.00000000039967 57.0000000003998,-2.00000000039967 56.4999999996003,-3.0000000001998 56.4999999996003))"
"43E8","NS-IBTS","27.4.b",1,1973,8,9,0.888888888888889,-1.5,57.25,"POLYGON ((-2.00000000039967 57.0000000003998,-2.00000000039967 57.5000000002998,-0.999999999700151 57.5000000002998,-0.999999999700151 57.0000000003998,-2.00000000039967 57.0000000003998))"
"43E9","NS-IBTS","27.4.b",1,1973,6,10,0.6,-0.5,57.25,"POLYGON ((-0.999999999700151 57.0000000003998,-0.999999999700151 57.5000000002998,0.000000000099988 57.5000000002998,0.000000000099988 57.0000000003998,-0.999999999700151 57.0000000003998))"
"44E6","NS-IBTS","27.4.a",1,1973,7,9,0.777777777777778,-3.5,57.75,"POLYGON ((-3.99999999999994 57.5000000002998,-3.99999999999994 58.0000000001999,-3.0000000001998 58.0000000001999,-3.0000000001998 57.5000000002998,-3.99999999999994 57.5000000002998))"
"44E7","NS-IBTS","27.4.a",1,1973,9,12,0.75,-2.5,57.75,"POLYGON ((-3.0000000001998 57.5000000002998,-3.0000000001998 58.0000000001999,-2.00000000039967 58.0000000001999,-2.00000000039967 57.5000000002998,-3.0000000001998 57.5000000002998))"
"44E8","NS-IBTS","27.4.a",1,1973,5,9,0.555555555555556,-1.5,57.75,"POLYGON ((-2.00000000039967 57.5000000002998,-2.00000000039967 58.0000000001999,-0.999999999700151 58.0000000001999,-0.999999999700151 57.5000000002998,-2.00000000039967 57.5000000002998))"
"44E9","NS-IBTS","27.4.a",1,1973,8,9,0.888888888888889,-0.5,57.75,"POLYGON ((-0.999999999700151 57.5000000002998,-0.999999999700151 58.0000000001999,0.000000000099988 58.0000000001999,0.000000000099988 57.5000000002998,-0.999999999700151 57.5000000002998))"
"45E6","NS-IBTS","27.4.a",1,1973,8,10,0.8,-3.5,58.25,"POLYGON ((-3.99999999999994 58.0000000001999,-3.99999999999994 58.5000000001,-3.0000000001998 58.5000000001,-3.0000000001998 58.0000000001999,-3.99999999999994 58.0000000001999))"
"45E7","NS-IBTS","27.4.a",1,1973,6,8,0.75,-2.5,58.25,"POLYGON ((-3.0000000001998 58.0000000001999,-3.0000000001998 58.5000000001,-2.00000000039967 58.5000000001,-2.00000000039967 58.0000000001999,-3.0000000001998 58.0000000001999))"
"46E6","NS-IBTS","27.4.a",1,1973,10,11,0.909090909090909,-3.5,58.75,"POLYGON ((-3.99999999999994 58.5000000001,-3.99999999999994 59.0000000000001,-3.0000000001998 59.0000000000001,-3.0000000001998 58.5000000001,-3.99999999999994 58.5000000001))"
"46E7","NS-IBTS","27.4.a",1,1973,6,9,0.666666666666667,-2.5,58.75,"POLYGON ((-3.0000000001998 58.5000000001,-3.0000000001998 59.0000000000001,-2.00000000039967 59.0000000000001,-2.00000000039967 58.5000000001,-3.0000000001998 58.5000000001))"
"45F0","NS-IBTS","27.4.a",1,1974,0,3,0,0.5,58.25,"POLYGON ((0.000000000099988 58.0000000001999,0.000000000099988 58.5000000001,0.999999999900126 58.5000000001,0.999999999900126 58.0000000001999,0.000000000099988 58.0000000001999))"
"45F2","NS-IBTS","27.4.a",1,1974,0,3,0,2.5,58.25,"POLYGON ((1.99999999970026 58.0000000001999,1.99999999970026 58.5000000001,3.00000000039972 58.5000000001,3.00000000039972 58.0000000001999,1.99999999970026 58.0000000001999))"
"46F1","NS-IBTS","27.4.a",1,1974,0,3,0,1.5,58.75,"POLYGON ((0.999999999900126 58.5000000001,0.999999999900126 59.0000000000001,1.99999999970026 59.0000000000001,1.99999999970026 58.5000000001,0.999999999900126 58.5000000001))"
"47F0","NS-IBTS","27.4.a",1,1974,2,4,0.5,0.5,59.25,"POLYGON ((0.000000000099988 59.0000000000001,0.000000000099988 59.4999999999001,0.999999999900126 59.4999999999001,0.999999999900126 59.0000000000001,0.000000000099988 59.0000000000001))"
"47F2","NS-IBTS","27.4.a",1,1974,1,5,0.2,2.5,59.25,"POLYGON ((1.99999999970026 59.0000000000001,1.99999999970026 59.4999999999001,3.00000000039972 59.4999999999001,3.00000000039972 59.0000000000001,1.99999999970026 59.0000000000001))"
"48F0","NS-IBTS","27.4.a",1,1974,0,4,0,0.5,59.75,"POLYGON ((0.000000000099988 59.4999999999001,0.000000000099988 59.9999999998002,0.999999999900126 59.9999999998002,0.999999999900126 59.4999999999001,0.000000000099988 59.4999999999001))"
"48F3","NS-IBTS","27.4.a",1,1974,2,5,0.4,3.5,59.75,"POLYGON ((3.00000000039972 59.4999999999001,3.00000000039972 59.9999999998002,4.00000000019992 59.9999999998002,4.00000000019992 59.4999999999001,3.00000000039972 59.4999999999001))"
"49F0","NS-IBTS","27.4.a",1,1974,1,2,0.5,0.5,60.25,"POLYGON ((0.000000000099988 59.9999999998002,0.000000000099988 60.4999999997003,0.999999999900126 60.4999999997003,0.999999999900126 59.9999999998002,0.000000000099988 59.9999999998002))"
"49F1","NS-IBTS","27.4.a",1,1974,0,4,0,1.5,60.25,"POLYGON ((0.999999999900126 59.9999999998002,0.999999999900126 60.4999999997003,1.99999999970026 60.4999999997003,1.99999999970026 59.9999999998002,0.999999999900126 59.9999999998002))"
"49F2","NS-IBTS","27.4.a",1,1974,0,1,0,2.5,60.25,"POLYGON ((1.99999999970026 59.9999999998002,1.99999999970026 60.4999999997003,3.00000000039972 60.4999999997003,3.00000000039972 59.9999999998002,1.99999999970026 59.9999999998002))"
"49F3","NS-IBTS","27.4.a",1,1974,1,4,0.25,3.5,60.25,"POLYGON ((3.00000000039972 59.9999999998002,3.00000000039972 60.4999999997003,4.00000000019992 60.4999999997003,4.00000000019992 59.9999999998002,3.00000000039972 59.9999999998002))"
"36F1","NS-IBTS","27.4.b",1,1975,2,7,0.285714285714286,1.5,53.75,"POLYGON ((0.999999999900126 53.5000000001999,0.999999999900126 54.0000000001,1.99999999970026 54.0000000001,1.99999999970026 53.5000000001999,0.999999999900126 53.5000000001999))"
"36F2","NS-IBTS","27.4.b",1,1975,4,5,0.8,2.5,53.75,"POLYGON ((1.99999999970026 53.5000000001999,1.99999999970026 54.0000000001,3.00000000039972 54.0000000001,3.00000000039972 53.5000000001999,1.99999999970026 53.5000000001999))"
"36F5","NS-IBTS","27.4.b",1,1975,3,4,0.75,5.5,53.75,"POLYGON ((5.00000000000006 53.5000000001999,5.00000000000006 54.0000000001,5.9999999998002 54.0000000001,5.9999999998002 53.5000000001999,5.00000000000006 53.5000000001999))"
"37F2","NS-IBTS","27.4.b",1,1975,6,5,1.2,2.5,54.25,"POLYGON ((1.99999999970026 54.0000000001,1.99999999970026 54.5000000000001,3.00000000039972 54.5000000000001,3.00000000039972 54.0000000001,1.99999999970026 54.0000000001))"
"37F3","NS-IBTS","27.4.b",1,1975,4,6,0.666666666666667,3.5,54.25,"POLYGON ((3.00000000039972 54.0000000001,3.00000000039972 54.5000000000001,4.00000000019992 54.5000000000001,4.00000000019992 54.0000000001,3.00000000039972 54.0000000001))"
"37F5","NS-IBTS","27.4.b",1,1975,2,7,0.285714285714286,5.5,54.25,"POLYGON ((5.00000000000006 54.0000000001,5.00000000000006 54.5000000000001,5.9999999998002 54.5000000000001,5.9999999998002 54.0000000001,5.00000000000006 54.0000000001))"
"37F6","NS-IBTS","27.4.b",1,1975,4,5,0.8,6.5,54.25,"POLYGON ((5.9999999998002 54.0000000001,5.9999999998002 54.5000000000001,6.99999999960033 54.5000000000001,6.99999999960033 54.0000000001,5.9999999998002 54.0000000001))"
"38F7","NS-IBTS","27.4.b",1,1975,6,7,0.857142857142857,7.5,54.75,"POLYGON ((6.99999999960033 54.5000000000001,6.99999999960033 54.9999999999001,8.00000000029985 54.9999999999001,8.00000000029985 54.5000000000001,6.99999999960033 54.5000000000001))"
"40F2","NS-IBTS","27.4.b",1,1975,3,5,0.6,2.5,55.75,"POLYGON ((1.99999999970026 55.4999999998002,1.99999999970026 55.9999999997003,3.00000000039972 55.9999999997003,3.00000000039972 55.4999999998002,1.99999999970026 55.4999999998002))"
"40F3","NS-IBTS","27.4.b",1,1975,2,5,0.4,3.5,55.75,"POLYGON ((3.00000000039972 55.4999999998002,3.00000000039972 55.9999999997003,4.00000000019992 55.9999999997003,4.00000000019992 55.4999999998002,3.00000000039972 55.4999999998002))"
"41F4","NS-IBTS","27.4.b",1,1975,3,6,0.5,4.5,56.25,"POLYGON ((4.00000000019992 55.9999999997003,4.00000000019992 56.4999999996003,5.00000000000006 56.4999999996003,5.00000000000006 55.9999999997003,4.00000000019992 55.9999999997003))"
"41F5","NS-IBTS","27.4.b",1,1975,2,5,0.4,5.5,56.25,"POLYGON ((5.00000000000006 55.9999999997003,5.00000000000006 56.4999999996003,5.9999999998002 56.4999999996003,5.9999999998002 55.9999999997003,5.00000000000006 55.9999999997003))"
"42F7","NS-IBTS","27.4.b",1,1975,3,7,0.428571428571429,7.5,56.75,"POLYGON ((6.99999999960033 56.4999999996003,6.99999999960033 57.0000000003998,8.00000000029985 57.0000000003998,8.00000000029985 56.4999999996003,6.99999999960033 56.4999999996003))"
"43F5","NS-IBTS","27.4.b",1,1975,1,8,0.125,5.5,57.25,"POLYGON ((5.00000000000006 57.0000000003998,5.00000000000006 57.5000000002998,5.9999999998002 57.5000000002998,5.9999999998002 57.0000000003998,5.00000000000006 57.0000000003998))"
"43F7","NS-IBTS","27.4.b",1,1975,4,6,0.666666666666667,7.5,57.25,"POLYGON ((6.99999999960033 57.0000000003998,6.99999999960033 57.5000000002998,8.00000000029985 57.5000000002998,8.00000000029985 57.0000000003998,6.99999999960033 57.0000000003998))"
"44F2","NS-IBTS","27.4.a",1,1975,1,4,0.25,2.5,57.75,"POLYGON ((1.99999999970026 57.5000000002998,1.99999999970026 58.0000000001999,3.00000000039972 58.0000000001999,3.00000000039972 57.5000000002998,1.99999999970026 57.5000000002998))"
"44F3","NS-IBTS","27.4.a",1,1975,3,6,0.5,3.5,57.75,"POLYGON ((3.00000000039972 57.5000000002998,3.00000000039972 58.0000000001999,4.00000000019992 58.0000000001999,4.00000000019992 57.5000000002998,3.00000000039972 57.5000000002998))"
"44F4","NS-IBTS","27.4.a",1,1975,1,6,0.166666666666667,4.5,57.75,"POLYGON ((4.00000000019992 57.5000000002998,4.00000000019992 58.0000000001999,5.00000000000006 58.0000000001999,5.00000000000006 57.5000000002998,4.00000000019992 57.5000000002998))"
"44F5","NS-IBTS","27.4.a",1,1975,3,10,0.3,5.5,57.75,"POLYGON ((5.00000000000006 57.5000000002998,5.00000000000006 58.0000000001999,5.9999999998002 58.0000000001999,5.9999999998002 57.5000000002998,5.00000000000006 57.5000000002998))"
"45F2","NS-IBTS","27.4.a",1,1975,1,1,1,2.5,58.25,"POLYGON ((1.99999999970026 58.0000000001999,1.99999999970026 58.5000000001,3.00000000039972 58.5000000001,3.00000000039972 58.0000000001999,1.99999999970026 58.0000000001999))"
"45F3","NS-IBTS","27.4.a",1,1975,1,5,0.2,3.5,58.25,"POLYGON ((3.00000000039972 58.0000000001999,3.00000000039972 58.5000000001,4.00000000019992 58.5000000001,4.00000000019992 58.0000000001999,3.00000000039972 58.0000000001999))"
"45F4","NS-IBTS","27.4.a",1,1975,1,8,0.125,4.5,58.25,"POLYGON ((4.00000000019992 58.0000000001999,4.00000000019992 58.5000000001,5.00000000000006 58.5000000001,5.00000000000006 58.0000000001999,4.00000000019992 58.0000000001999))"
"46F2","NS-IBTS","27.4.a",1,1975,2,5,0.4,2.5,58.75,"POLYGON ((1.99999999970026 58.5000000001,1.99999999970026 59.0000000000001,3.00000000039972 59.0000000000001,3.00000000039972 58.5000000001,1.99999999970026 58.5000000001))"
"47F2","NS-IBTS","27.4.a",1,1975,1,5,0.2,2.5,59.25,"POLYGON ((1.99999999970026 59.0000000000001,1.99999999970026 59.4999999999001,3.00000000039972 59.4999999999001,3.00000000039972 59.0000000000001,1.99999999970026 59.0000000000001))"
"47F3","NS-IBTS","27.4.a",1,1975,1,3,0.333333333333333,3.5,59.25,"POLYGON ((3.00000000039972 59.0000000000001,3.00000000039972 59.4999999999001,4.00000000019992 59.4999999999001,4.00000000019992 59.0000000000001,3.00000000039972 59.0000000000001))"
"48F2","NS-IBTS","27.4.a",1,1975,1,2,0.5,2.5,59.75,"POLYGON ((1.99999999970026 59.4999999999001,1.99999999970026 59.9999999998002,3.00000000039972 59.9999999998002,3.00000000039972 59.4999999999001,1.99999999970026 59.4999999999001))"
"48F3","NS-IBTS","27.4.a",1,1975,1,7,0.142857142857143,3.5,59.75,"POLYGON ((3.00000000039972 59.4999999999001,3.00000000039972 59.9999999998002,4.00000000019992 59.9999999998002,4.00000000019992 59.4999999999001,3.00000000039972 59.4999999999001))"
"36F4","NS-IBTS","27.4.b",1,1976,6,5,1.2,4.5,53.75,"POLYGON ((4.00000000019992 53.5000000001999,4.00000000019992 54.0000000001,5.00000000000006 54.0000000001,5.00000000000006 53.5000000001999,4.00000000019992 53.5000000001999))"
"36F5","NS-IBTS","27.4.b",1,1976,6,6,1,5.5,53.75,"POLYGON ((5.00000000000006 53.5000000001999,5.00000000000006 54.0000000001,5.9999999998002 54.0000000001,5.9999999998002 53.5000000001999,5.00000000000006 53.5000000001999))"
"37F4","NS-IBTS","27.4.b",1,1976,8,5,1.6,4.5,54.25,"POLYGON ((4.00000000019992 54.0000000001,4.00000000019992 54.5000000000001,5.00000000000006 54.5000000000001,5.00000000000006 54.0000000001,4.00000000019992 54.0000000001))"
"37F5","NS-IBTS","27.4.b",1,1976,4,8,0.5,5.5,54.25,"POLYGON ((5.00000000000006 54.0000000001,5.00000000000006 54.5000000000001,5.9999999998002 54.5000000000001,5.9999999998002 54.0000000001,5.00000000000006 54.0000000001))"
"40F2","NS-IBTS","27.4.b",1,1976,5,6,0.833333333333333,2.5,55.75,"POLYGON ((1.99999999970026 55.4999999998002,1.99999999970026 55.9999999997003,3.00000000039972 55.9999999997003,3.00000000039972 55.4999999998002,1.99999999970026 55.4999999998002))"
"40F3","NS-IBTS","27.4.b",1,1976,5,9,0.555555555555556,3.5,55.75,"POLYGON ((3.00000000039972 55.4999999998002,3.00000000039972 55.9999999997003,4.00000000019992 55.9999999997003,4.00000000019992 55.4999999998002,3.00000000039972 55.4999999998002))"
"41F2","NS-IBTS","27.4.b",1,1976,3,6,0.5,2.5,56.25,"POLYGON ((1.99999999970026 55.9999999997003,1.99999999970026 56.4999999996003,3.00000000039972 56.4999999996003,3.00000000039972 55.9999999997003,1.99999999970026 55.9999999997003))"
"41F3","NS-IBTS","27.4.b",1,1976,5,8,0.625,3.5,56.25,"POLYGON ((3.00000000039972 55.9999999997003,3.00000000039972 56.4999999996003,4.00000000019992 56.4999999996003,4.00000000019992 55.9999999997003,3.00000000039972 55.9999999997003))"
"42F4","NS-IBTS","27.4.b",1,1976,3,8,0.375,4.5,56.75,"POLYGON ((4.00000000019992 56.4999999996003,4.00000000019992 57.0000000003998,5.00000000000006 57.0000000003998,5.00000000000006 56.4999999996003,4.00000000019992 56.4999999996003))"
"42F5","NS-IBTS","27.4.b",1,1976,6,9,0.666666666666667,5.5,56.75,"POLYGON ((5.00000000000006 56.4999999996003,5.00000000000006 57.0000000003998,5.9999999998002 57.0000000003998,5.9999999998002 56.4999999996003,5.00000000000006 56.4999999996003))"
"43F4","NS-IBTS","27.4.b",1,1976,4,10,0.4,4.5,57.25,"POLYGON ((4.00000000019992 57.0000000003998,4.00000000019992 57.5000000002998,5.00000000000006 57.5000000002998,5.00000000000006 57.0000000003998,4.00000000019992 57.0000000003998))"
"43F5","NS-IBTS","27.4.b",1,1976,2,10,0.2,5.5,57.25,"POLYGON ((5.00000000000006 57.0000000003998,5.00000000000006 57.5000000002998,5.9999999998002 57.5000000002998,5.9999999998002 57.0000000003998,5.00000000000006 57.0000000003998))"
"44F2","NS-IBTS","27.4.a",1,1976,5,10,0.5,2.5,57.75,"POLYGON ((1.99999999970026 57.5000000002998,1.99999999970026 58.0000000001999,3.00000000039972 58.0000000001999,3.00000000039972 57.5000000002998,1.99999999970026 57.5000000002998))"
"44F3","NS-IBTS","27.4.a",1,1976,3,8,0.375,3.5,57.75,"POLYGON ((3.00000000039972 57.5000000002998,3.00000000039972 58.0000000001999,4.00000000019992 58.0000000001999,4.00000000019992 57.5000000002998,3.00000000039972 57.5000000002998))"
"45F1","NS-IBTS","27.4.a",1,1976,2,7,0.285714285714286,1.5,58.25,"POLYGON ((0.999999999900126 58.0000000001999,0.999999999900126 58.5000000001,1.99999999970026 58.5000000001,1.99999999970026 58.0000000001999,0.999999999900126 58.0000000001999))"
"45F2","NS-IBTS","27.4.a",1,1976,3,5,0.6,2.5,58.25,"POLYGON ((1.99999999970026 58.0000000001999,1.99999999970026 58.5000000001,3.00000000039972 58.5000000001,3.00000000039972 58.0000000001999,1.99999999970026 58.0000000001999))"
"45F3","NS-IBTS","27.4.a",1,1976,2,4,0.5,3.5,58.25,"POLYGON ((3.00000000039972 58.0000000001999,3.00000000039972 58.5000000001,4.00000000019992 58.5000000001,4.00000000019992 58.0000000001999,3.00000000039972 58.0000000001999))"
"46F2","NS-IBTS","27.4.a",1,1976,4,6,0.666666666666667,2.5,58.75,"POLYGON ((1.99999999970026 58.5000000001,1.99999999970026 59.0000000000001,3.00000000039972 59.0000000000001,3.00000000039972 58.5000000001,1.99999999970026 58.5000000001))"
"46F3","NS-IBTS","27.4.a",1,1976,2,8,0.25,3.5,58.75,"POLYGON ((3.00000000039972 58.5000000001,3.00000000039972 59.0000000000001,4.00000000019992 59.0000000000001,4.00000000019992 58.5000000001,3.00000000039972 58.5000000001))"
"49F2","NS-IBTS","27.4.a",1,1976,2,9,0.222222222222222,2.5,60.25,"POLYGON ((1.99999999970026 59.9999999998002,1.99999999970026 60.4999999997003,3.00000000039972 60.4999999997003,3.00000000039972 59.9999999998002,1.99999999970026 59.9999999998002))"
"49F3","NS-IBTS","27.4.a",1,1976,5,6,0.833333333333333,3.5,60.25,"POLYGON ((3.00000000039972 59.9999999998002,3.00000000039972 60.4999999997003,4.00000000019992 60.4999999997003,4.00000000019992 59.9999999998002,3.00000000039972 59.9999999998002))"
"50F3","NS-IBTS","27.4.a",1,1976,3,11,0.272727272727273,3.5,60.75,"POLYGON ((3.00000000039972 60.4999999997003,3.00000000039972 60.9999999996003,4.00000000019992 60.9999999996003,4.00000000019992 60.4999999997003,3.00000000039972 60.4999999997003))"
"37F6","NS-IBTS","27.4.b",1,1977,4,5,0.8,6.5,54.25,"POLYGON ((5.9999999998002 54.0000000001,5.9999999998002 54.5000000000001,6.99999999960033 54.5000000000001,6.99999999960033 54.0000000001,5.9999999998002 54.0000000001))"
"37F7","NS-IBTS","27.4.b",1,1977,4,7,0.571428571428571,7.5,54.25,"POLYGON ((6.99999999960033 54.0000000001,6.99999999960033 54.5000000000001,8.00000000029985 54.5000000000001,8.00000000029985 54.0000000001,6.99999999960033 54.0000000001))"
"38F6","NS-IBTS","27.4.b",1,1977,6,4,1.5,6.5,54.75,"POLYGON ((5.9999999998002 54.5000000000001,5.9999999998002 54.9999999999001,6.99999999960033 54.9999999999001,6.99999999960033 54.5000000000001,5.9999999998002 54.5000000000001))"
"38F7","NS-IBTS","27.4.b",1,1977,3,6,0.5,7.5,54.75,"POLYGON ((6.99999999960033 54.5000000000001,6.99999999960033 54.9999999999001,8.00000000029985 54.9999999999001,8.00000000029985 54.5000000000001,6.99999999960033 54.5000000000001))"
"39F0","NS-IBTS","27.4.b",1,1977,3,8,0.375,0.5,55.25,"POLYGON ((0.000000000099988 54.9999999999001,0.000000000099988 55.4999999998002,0.999999999900126 55.4999999998002,0.999999999900126 54.9999999999001,0.000000000099988 54.9999999999001))"
"39F1","NS-IBTS","27.4.b",1,1977,5,5,1,1.5,55.25,"POLYGON ((0.999999999900126 54.9999999999001,0.999999999900126 55.4999999998002,1.99999999970026 55.4999999998002,1.99999999970026 54.9999999999001,0.999999999900126 54.9999999999001))"
"39F2","NS-IBTS","27.4.b",1,1977,2,6,0.333333333333333,2.5,55.25,"POLYGON ((1.99999999970026 54.9999999999001,1.99999999970026 55.4999999998002,3.00000000039972 55.4999999998002,3.00000000039972 54.9999999999001,1.99999999970026 54.9999999999001))"
"39F3","NS-IBTS","27.4.b",1,1977,1,4,0.25,3.5,55.25,"POLYGON ((3.00000000039972 54.9999999999001,3.00000000039972 55.4999999998002,4.00000000019992 55.4999999998002,4.00000000019992 54.9999999999001,3.00000000039972 54.9999999999001))"
