"StatRec","Survey","F_CODE","Quarter","Year","Lusitanian","Boreal","ratio","Lat","Lon","WKT"
"46G0","NS-IBTS","27.3.a",1,2016,18,15,1.2,10.5,58.75,"POLYGON ((9.99999999990013 58.5000000001,9.99999999990013 59.0000000000001,10.9999999997003 59.0000000000001,10.9999999997003 58.5000000001,9.99999999990013 58.5000000001))"
"47E6","NS-IBTS","27.4.a",1,2016,17,12,1.41666666666667,-3.5,59.25,"POLYGON ((-3.99999999999994 59.0000000000001,-3.99999999999994 59.4999999999001,-3.0000000001998 59.4999999999001,-3.0000000001998 59.0000000000001,-3.99999999999994 59.0000000000001))"
"47E7","NS-IBTS","27.4.a",1,2016,9,8,1.125,-2.5,59.25,"POLYGON ((-3.0000000001998 59.0000000000001,-3.0000000001998 59.4999999999001,-2.00000000039967 59.4999999999001,-2.00000000039967 59.0000000000001,-3.0000000001998 59.0000000000001))"
"47E8","NS-IBTS","27.4.a",1,2016,14,9,1.55555555555556,-1.5,59.25,"POLYGON ((-2.00000000039967 59.0000000000001,-2.00000000039967 59.4999999999001,-0.999999999700151 59.4999999999001,-0.999999999700151 59.0000000000001,-2.00000000039967 59.0000000000001))"
"47E9","NS-IBTS","27.4.a",1,2016,8,12,0.666666666666667,-0.5,59.25,"POLYGON ((-0.999999999700151 59.0000000000001,-0.999999999700151 59.4999999999001,0.000000000099988 59.4999999999001,0.000000000099988 59.0000000000001,-0.999999999700151 59.0000000000001))"
"47F0","NS-IBTS","27.4.a",1,2016,9,9,1,0.5,59.25,"POLYGON ((0.000000000099988 59.0000000000001,0.000000000099988 59.4999999999001,0.999999999900126 59.4999999999001,0.999999999900126 59.0000000000001,0.000000000099988 59.0000000000001))"
"47F1","NS-IBTS","27.4.a",1,2016,7,9,0.777777777777778,1.5,59.25,"POLYGON ((0.999999999900126 59.0000000000001,0.999999999900126 59.4999999999001,1.99999999970026 59.4999999999001,1.99999999970026 59.0000000000001,0.999999999900126 59.0000000000001))"
"47F2","NS-IBTS","27.4.a",1,2016,7,9,0.777777777777778,2.5,59.25,"POLYGON ((1.99999999970026 59.0000000000001,1.99999999970026 59.4999999999001,3.00000000039972 59.4999999999001,3.00000000039972 59.0000000000001,1.99999999970026 59.0000000000001))"
"47F3","NS-IBTS","27.4.a",1,2016,10,11,0.909090909090909,3.5,59.25,"POLYGON ((3.00000000039972 59.0000000000001,3.00000000039972 59.4999999999001,4.00000000019992 59.4999999999001,4.00000000019992 59.0000000000001,3.00000000039972 59.0000000000001))"
"48E6","NS-IBTS","27.4.a",1,2016,13,9,1.44444444444444,-3.5,59.75,"POLYGON ((-3.99999999999994 59.4999999999001,-3.99999999999994 59.9999999998002,-3.0000000001998 59.9999999998002,-3.0000000001998 59.4999999999001,-3.99999999999994 59.4999999999001))"
"48E7","NS-IBTS","27.4.a",1,2016,11,11,1,-2.5,59.75,"POLYGON ((-3.0000000001998 59.4999999999001,-3.0000000001998 59.9999999998002,-2.00000000039967 59.9999999998002,-2.00000000039967 59.4999999999001,-3.0000000001998 59.4999999999001))"
"48E8","NS-IBTS","27.4.a",1,2016,12,10,1.2,-1.5,59.75,"POLYGON ((-2.00000000039967 59.4999999999001,-2.00000000039967 59.9999999998002,-0.999999999700151 59.9999999998002,-0.999999999700151 59.4999999999001,-2.00000000039967 59.4999999999001))"
"48E9","NS-IBTS","27.4.a",1,2016,8,10,0.8,-0.5,59.75,"POLYGON ((-0.999999999700151 59.4999999999001,-0.999999999700151 59.9999999998002,0.000000000099988 59.9999999998002,0.000000000099988 59.4999999999001,-0.999999999700151 59.4999999999001))"
"48F0","NS-IBTS","27.4.a",1,2016,8,8,1,0.5,59.75,"POLYGON ((0.000000000099988 59.4999999999001,0.000000000099988 59.9999999998002,0.999999999900126 59.9999999998002,0.999999999900126 59.4999999999001,0.000000000099988 59.4999999999001))"
"48F1","NS-IBTS","27.4.a",1,2016,8,8,1,1.5,59.75,"POLYGON ((0.999999999900126 59.4999999999001,0.999999999900126 59.9999999998002,1.99999999970026 59.9999999998002,1.99999999970026 59.4999999999001,0.999999999900126 59.4999999999001))"
"48F2","NS-IBTS","27.4.a",1,2016,9,14,0.642857142857143,2.5,59.75,"POLYGON ((1.99999999970026 59.4999999999001,1.99999999970026 59.9999999998002,3.00000000039972 59.9999999998002,3.00000000039972 59.4999999999001,1.99999999970026 59.4999999999001))"
"48F3","NS-IBTS","27.4.a",1,2016,10,10,1,3.5,59.75,"POLYGON ((3.00000000039972 59.4999999999001,3.00000000039972 59.9999999998002,4.00000000019992 59.9999999998002,4.00000000019992 59.4999999999001,3.00000000039972 59.4999999999001))"
"49E6","NS-IBTS","27.4.a",1,2016,13,7,1.85714285714286,-3.5,60.25,"POLYGON ((-3.99999999999994 59.9999999998002,-3.99999999999994 60.4999999997003,-3.0000000001998 60.4999999997003,-3.0000000001998 59.9999999998002,-3.99999999999994 59.9999999998002))"
"49E7","NS-IBTS","27.4.a",1,2016,15,8,1.875,-2.5,60.25,"POLYGON ((-3.0000000001998 59.9999999998002,-3.0000000001998 60.4999999997003,-2.00000000039967 60.4999999997003,-2.00000000039967 59.9999999998002,-3.0000000001998 59.9999999998002))"
"49E8","NS-IBTS","27.4.a",1,2016,17,13,1.30769230769231,-1.5,60.25,"POLYGON ((-2.00000000039967 59.9999999998002,-2.00000000039967 60.4999999997003,-0.999999999700151 60.4999999997003,-0.999999999700151 59.9999999998002,-2.00000000039967 59.9999999998002))"
"49E9","NS-IBTS","27.4.a",1,2016,12,14,0.857142857142857,-0.5,60.25,"POLYGON ((-0.999999999700151 59.9999999998002,-0.999999999700151 60.4999999997003,0.000000000099988 60.4999999997003,0.000000000099988 59.9999999998002,-0.999999999700151 59.9999999998002))"
"49F0","NS-IBTS","27.4.a",1,2016,8,8,1,0.5,60.25,"POLYGON ((0.000000000099988 59.9999999998002,0.000000000099988 60.4999999997003,0.999999999900126 60.4999999997003,0.999999999900126 59.9999999998002,0.000000000099988 59.9999999998002))"
"49F1","NS-IBTS","27.4.a",1,2016,6,9,0.666666666666667,1.5,60.25,"POLYGON ((0.999999999900126 59.9999999998002,0.999999999900126 60.4999999997003,1.99999999970026 60.4999999997003,1.99999999970026 59.9999999998002,0.999999999900126 59.9999999998002))"
"49F2","NS-IBTS","27.4.a",1,2016,7,10,0.7,2.5,60.25,"POLYGON ((1.99999999970026 59.9999999998002,1.99999999970026 60.4999999997003,3.00000000039972 60.4999999997003,3.00000000039972 59.9999999998002,1.99999999970026 59.9999999998002))"
"49F3","NS-IBTS","27.4.a",1,2016,9,9,1,3.5,60.25,"POLYGON ((3.00000000039972 59.9999999998002,3.00000000039972 60.4999999997003,4.00000000019992 60.4999999997003,4.00000000019992 59.9999999998002,3.00000000039972 59.9999999998002))"
"50E7","NS-IBTS","27.4.a",1,2016,10,10,1,-2.5,60.75,"POLYGON ((-3.0000000001998 60.4999999997003,-3.0000000001998 60.9999999996003,-2.00000000039967 60.9999999996003,-2.00000000039967 60.4999999997003,-3.0000000001998 60.4999999997003))"
"50E8","NS-IBTS","27.4.a",1,2016,11,10,1.1,-1.5,60.75,"POLYGON ((-2.00000000039967 60.4999999997003,-2.00000000039967 60.9999999996003,-0.999999999700151 60.9999999996003,-0.999999999700151 60.4999999997003,-2.00000000039967 60.4999999997003))"
"50E9","NS-IBTS","27.4.a",1,2016,13,10,1.3,-0.5,60.75,"POLYGON ((-0.999999999700151 60.4999999997003,-0.999999999700151 60.9999999996003,0.000000000099988 60.9999999996003,0.000000000099988 60.4999999997003,-0.999999999700151 60.4999999997003))"
"50F0","NS-IBTS","27.4.a",1,2016,12,11,1.09090909090909,0.5,60.75,"POLYGON ((0.000000000099988 60.4999999997003,0.000000000099988 60.9999999996003,0.999999999900126 60.9999999996003,0.999999999900126 60.4999999997003,0.000000000099988 60.4999999997003))"
"50F1","NS-IBTS","27.4.a",1,2016,10,12,0.833333333333333,1.5,60.75,"POLYGON ((0.999999999900126 60.4999999997003,0.999999999900126 60.9999999996003,1.99999999970026 60.9999999996003,1.99999999970026 60.4999999997003,0.999999999900126 60.4999999997003))"
"50F2","NS-IBTS","27.4.a",1,2016,9,9,1,2.5,60.75,"POLYGON ((1.99999999970026 60.4999999997003,1.99999999970026 60.9999999996003,3.00000000039972 60.9999999996003,3.00000000039972 60.4999999997003,1.99999999970026 60.4999999997003))"
"50F3","NS-IBTS","27.4.a",1,2016,11,10,1.1,3.5,60.75,"POLYGON ((3.00000000039972 60.4999999997003,3.00000000039972 60.9999999996003,4.00000000019992 60.9999999996003,4.00000000019992 60.4999999997003,3.00000000039972 60.4999999997003))"
"51E8","NS-IBTS","27.4.a",1,2016,10,9,1.11111111111111,-1.5,61.25,"POLYGON ((-2.00000000039967 60.9999999996003,-2.00000000039967 61.5000000003998,-0.999999999700151 61.5000000003998,-0.999999999700151 60.9999999996003,-2.00000000039967 60.9999999996003))"
"51E9","NS-IBTS","27.4.a",1,2016,13,10,1.3,-0.5,61.25,"POLYGON ((-0.999999999700151 60.9999999996003,-0.999999999700151 61.5000000003998,0.000000000099988 61.5000000003998,0.000000000099988 60.9999999996003,-0.999999999700151 60.9999999996003))"
"51F0","NS-IBTS","27.4.a",1,2016,11,10,1.1,0.5,61.25,"POLYGON ((0.000000000099988 60.9999999996003,0.000000000099988 61.5000000003998,0.999999999900126 61.5000000003998,0.999999999900126 60.9999999996003,0.000000000099988 60.9999999996003))"
"51F1","NS-IBTS","27.4.a",1,2016,9,11,0.818181818181818,1.5,61.25,"POLYGON ((0.999999999900126 60.9999999996003,0.999999999900126 61.5000000003998,1.99999999970026 61.5000000003998,1.99999999970026 60.9999999996003,0.999999999900126 60.9999999996003))"
"51F2","NS-IBTS","27.4.a",1,2016,11,11,1,2.5,61.25,"POLYGON ((1.99999999970026 60.9999999996003,1.99999999970026 61.5000000003998,3.00000000039972 61.5000000003998,3.00000000039972 60.9999999996003,1.99999999970026 60.9999999996003))"
"52E9","NS-IBTS","27.4.a",1,2016,14,7,2,-0.5,61.75,"POLYGON ((-0.999999999700151 61.5000000003998,-0.999999999700151 62.0000000002998,0.000000000099988 62.0000000002998,0.000000000099988 61.5000000003998,-0.999999999700151 61.5000000003998))"
"52F0","NS-IBTS","27.4.a",1,2016,9,7,1.28571428571429,0.5,61.75,"POLYGON ((0.000000000099988 61.5000000003998,0.000000000099988 62.0000000002998,0.999999999900126 62.0000000002998,0.999999999900126 61.5000000003998,0.000000000099988 61.5000000003998))"
