"Year","ratio","sst","sst1","sst2","F_CODE"
2009,0.7,1.04904808228215,1.79570295910041,1.39307532583674,"27.3.d"
2010,0.363636363636364,0.362245035668214,1.04904808228215,1.79570295910041,"27.3.d"
2011,0.4,0.542870913942655,0.362245035668214,1.04904808228215,"27.3.d"
2012,0.461538461538462,0.979033052921295,0.542870913942655,0.362245035668214,"27.3.d"
2013,0.357142857142857,1.38440774877866,0.979033052921295,0.542870913942655,"27.3.d"
2014,0.6875,1.90734914938609,1.38440774877866,0.979033052921295,"27.3.d"
2015,0.5,1.84940561155478,1.90734914938609,1.38440774877866,"27.3.d"
2016,0.615384615384615,2.11014488339424,1.84940561155478,1.90734914938609,"27.3.d"
2017,0.666666666666667,1.18828585247199,2.11014488339424,1.84940561155478,"27.3.d"
2018,0.538461538461538,2.11586425515513,1.18828585247199,2.11014488339424,"27.3.d"
2019,0.428571428571429,1.72792522112528,2.11586425515513,1.18828585247199,"27.3.d"
2020,0.857142857142857,2.36089405417442,1.72792522112528,2.11586425515513,"27.3.d"
1971,0.714285714285714,0.13111455210795,-0.165662584702174,0.125378645646075,"27.4.a"
1972,1.05882352941176,0.29940788683792,0.13111455210795,-0.165662584702174,"27.4.a"
1973,0.9375,0.117238921330621,0.29940788683792,0.13111455210795,"27.4.a"
1974,0.25,0.383099286941191,0.117238921330621,0.29940788683792,"27.4.a"
1975,0.3125,0.244690893466274,0.383099286941191,0.117238921330621,"27.4.a"
1976,0.578947368421053,0.242064410851647,0.244690893466274,0.383099286941191,"27.4.a"
1977,0.578947368421053,-0.173063373068968,0.242064410851647,0.244690893466274,"27.4.a"
1978,0.666666666666667,-0.277305208394925,-0.173063373068968,0.242064410851647,"27.4.a"
1979,0.823529411764706,-0.720702729653567,-0.277305208394925,-0.173063373068968,"27.4.a"
1980,0.72,0.0201734192979833,-0.720702729653567,-0.277305208394925,"27.4.a"
1981,0.75,-0.214439185739805,0.0201734192979833,-0.720702729653567,"27.4.a"
1982,0.909090909090909,-0.0424689179907242,-0.214439185739805,0.0201734192979833,"27.4.a"
1983,0.709677419354839,-0.156937503038595,-0.0424689179907242,-0.214439185739805,"27.4.a"
1984,0.741935483870968,0.00852973125874996,-0.156937503038595,-0.0424689179907242,"27.4.a"
1985,0.838709677419355,-0.141620913986117,0.00852973125874996,-0.156937503038595,"27.4.a"
1986,0.785714285714286,-0.359163580959042,-0.141620913986117,0.00852973125874996,"27.4.a"
1987,0.730769230769231,-0.191339620078603,-0.359163580959042,-0.141620913986117,"27.4.a"
1988,0.678571428571429,0.383029243070632,-0.191339620078603,-0.359163580959042,"27.4.a"
1989,0.655172413793103,0.443279354088008,0.383029243070632,-0.191339620078603,"27.4.a"
1990,1.08,0.703478305848936,0.443279354088008,0.383029243070632,"27.4.a"
1991,0.857142857142857,0.373030669769893,0.703478305848936,0.443279354088008,"27.4.a"
1992,0.892857142857143,0.40955142651995,0.373030669769893,0.703478305848936,"27.4.a"
1993,0.827586206896552,-0.219240352759759,0.40955142651995,0.373030669769893,"27.4.a"
1994,0.92,0.115380687763294,-0.219240352759759,0.40955142651995,"27.4.a"
1995,0.851851851851852,0.184389228994648,0.115380687763294,-0.219240352759759,"27.4.a"
1996,1,-0.0629194134225448,0.184389228994648,0.115380687763294,"27.4.a"
1997,1.11538461538462,0.41681142039597,-0.0629194134225448,0.184389228994648,"27.4.a"
1998,0.96875,0.574870891620715,0.41681142039597,-0.0629194134225448,"27.4.a"
1999,1.03333333333333,0.562526858846347,0.574870891620715,0.41681142039597,"27.4.a"
2000,1.03448275862069,0.37242413200438,0.562526858846347,0.574870891620715,"27.4.a"
2001,1.1,0.503997212151686,0.37242413200438,0.562526858846347,"27.4.a"
2002,0.838709677419355,1.12880346526702,0.503997212151686,0.37242413200438,"27.4.a"
2003,1,1.15166956074536,1.12880346526702,0.503997212151686,"27.4.a"
2004,1.12,0.843224113434553,1.15166956074536,1.12880346526702,"27.4.a"
2005,1.03448275862069,0.638599827388922,0.843224113434553,1.15166956074536,"27.4.a"
2006,1.07692307692308,1.15490021842221,0.638599827388922,0.843224113434553,"27.4.a"
2007,1.07407407407407,0.808275517572959,1.15490021842221,0.638599827388922,"27.4.a"
2008,1.24137931034483,1.00977679056426,0.808275517572959,1.15490021842221,"27.4.a"
2009,1.22222222222222,0.929341408424079,1.00977679056426,0.808275517572959,"27.4.a"
2010,1.20689655172414,0.412408819546302,0.929341408424079,1.00977679056426,"27.4.a"
2011,1.21428571428571,0.754153651930392,0.412408819546302,0.929341408424079,"27.4.a"
2012,1.11111111111111,0.536746282689273,0.754153651930392,0.412408819546302,"27.4.a"
2013,1.06060606060606,0.580837390571833,0.536746282689273,0.754153651930392,"27.4.a"
2014,1.16666666666667,1.41882686031361,0.580837390571833,0.536746282689273,"27.4.a"
2015,1.12903225806452,0.747167308876912,1.41882686031361,0.580837390571833,"27.4.a"
2016,1.16666666666667,1.11448554719488,0.747167308876912,1.41882686031361,"27.4.a"
2017,1.07142857142857,1.25743416175246,1.11448554719488,0.747167308876912,"27.4.a"
2018,1.18518518518519,0.820270918806394,1.25743416175246,1.11448554719488,"27.4.a"
2019,1.07407407407407,0.90669365854313,0.820270918806394,1.25743416175246,"27.4.a"
2020,1.11538461538462,1.01285124408702,0.90669365854313,0.820270918806394,"27.4.a"
1967,0.571428571428571,0.218708005112906,-0.324526793633898,-0.292768089411159,"27.4.b"
1968,0.5625,0.218713079423954,0.218708005112906,-0.324526793633898,"27.4.b"
1970,0.647058823529412,-0.417567109378676,-0.0572054337244481,0.218713079423954,"27.4.b"
1971,0.6875,0.212976307297746,-0.417567109378676,-0.0572054337244481,"27.4.b"
1972,0.75,0.137718468904495,0.212976307297746,-0.417567109378676,"27.4.b"
1973,1.06666666666667,0.427056413143873,0.137718468904495,0.212976307297746,"27.4.b"
1975,0.769230769230769,0.531200258526951,0.226335404440761,0.427056413143873,"27.4.b"
1976,0.647058823529412,0.310206260338115,0.531200258526951,0.226335404440761,"27.4.b"
1977,0.5,-0.102874988069137,0.310206260338115,0.531200258526951,"27.4.b"
1978,0.9,-0.2942325353312,-0.102874988069137,0.310206260338115,"27.4.b"
1979,0.619047619047619,-0.988749587597946,-0.2942325353312,-0.102874988069137,"27.4.b"
1980,0.952380952380952,-0.168975348894795,-0.988749587597946,-0.2942325353312,"27.4.b"
1981,0.666666666666667,-0.320596696265663,-0.168975348894795,-0.988749587597946,"27.4.b"
1982,0.909090909090909,0.0808957838453352,-0.320596696265663,-0.168975348894795,"27.4.b"
1983,0.733333333333333,0.0907146057579666,0.0808957838453352,-0.320596696265663,"27.4.b"
1984,0.90625,-0.000369793114562829,0.0907146057579666,0.0808957838453352,"27.4.b"
1985,0.884615384615385,-0.289139880643537,-0.000369793114562829,0.0907146057579666,"27.4.b"
1986,0.866666666666667,-0.591882016975433,-0.289139880643537,-0.000369793114562829,"27.4.b"
1987,0.833333333333333,-0.507075962920984,-0.591882016975433,-0.289139880643537,"27.4.b"
1988,1.16666666666667,0.482804999997218,-0.507075962920984,-0.591882016975433,"27.4.b"
1989,0.903225806451613,0.928222098698219,0.482804999997218,-0.507075962920984,"27.4.b"
1990,1.19230769230769,1.01220208623757,0.928222098698219,0.482804999997218,"27.4.b"
1991,1.15625,0.40843237672622,1.01220208623757,0.928222098698219,"27.4.b"
1992,0.870967741935484,0.692625335572908,0.40843237672622,1.01220208623757,"27.4.b"
1993,1,-0.116573020505408,0.692625335572908,0.40843237672622,"27.4.b"
1994,0.90625,0.363114957076808,-0.116573020505408,0.692625335572908,"27.4.b"
1995,1.09677419354839,0.757892796148856,0.363114957076808,-0.116573020505408,"27.4.b"
1996,0.96969696969697,-0.353067761752754,0.757892796148856,0.363114957076808,"27.4.b"
1997,1.13793103448276,0.834374927294751,-0.353067761752754,0.757892796148856,"27.4.b"
1998,1.12121212121212,0.563361695657174,0.834374927294751,-0.353067761752754,"27.4.b"
1999,1.26666666666667,1.01684475690126,0.563361695657174,0.834374927294751,"27.4.b"
2000,1.3,0.782139242626727,1.01684475690126,0.563361695657174,"27.4.b"
2001,1.33333333333333,0.792196431507667,0.782139242626727,1.01684475690126,"27.4.b"
2002,1.25,1.33098611359795,0.792196431507667,0.782139242626727,"27.4.b"
2003,1.15625,1.18793678190559,1.33098611359795,0.792196431507667,"27.4.b"
2004,1.43333333333333,1.01449637673795,1.18793678190559,1.33098611359795,"27.4.b"
2005,1.24242424242424,0.950262064424654,1.01449637673795,1.18793678190559,"27.4.b"
2006,1.43333333333333,1.53745786535243,0.950262064424654,1.01449637673795,"27.4.b"
2007,1.24242424242424,1.17898701115822,1.53745786535243,0.950262064424654,"27.4.b"
2008,1.375,1.20391421268384,1.17898701115822,1.53745786535243,"27.4.b"
2009,1.61538461538462,1.07071003938715,1.20391421268384,1.17898701115822,"27.4.b"
2010,1.16129032258065,0.310251056061437,1.07071003938715,1.20391421268384,"27.4.b"
2011,1.51851851851852,0.693676973848293,0.310251056061437,1.07071003938715,"27.4.b"
2012,1.41935483870968,0.757788990313808,0.693676973848293,0.310251056061437,"27.4.b"
2013,1.45161290322581,0.463979674192766,0.757788990313808,0.693676973848293,"27.4.b"
2014,1.06451612903226,1.7868762811025,0.463979674192766,0.757788990313808,"27.4.b"
2015,1.3448275862069,0.921826038509607,1.7868762811025,0.463979674192766,"27.4.b"
2016,1.24137931034483,1.43611126144727,0.921826038509607,1.7868762811025,"27.4.b"
2017,1.42857142857143,1.25561154012879,1.43611126144727,0.921826038509607,"27.4.b"
2018,1.23333333333333,1.18161730313053,1.25561154012879,1.43611126144727,"27.4.b"
2019,1.2,1.19943536693851,1.18161730313053,1.25561154012879,"27.4.b"
2020,1.5,1.7314666112264,1.19943536693851,1.18161730313053,"27.4.b"
1978,1.75,0.0120172910392284,0.212412057444453,0.468932265299372,"27.4.c"
1979,1,-0.300762626032035,0.0120172910392284,0.212412057444453,"27.4.c"
1980,1.625,-0.00524789979681373,-0.300762626032035,0.0120172910392284,"27.4.c"
1981,1.1,-0.177008632570505,-0.00524789979681373,-0.300762626032035,"27.4.c"
1982,1.55555555555556,0.288403437783321,-0.177008632570505,-0.00524789979681373,"27.4.c"
1983,0.823529411764706,0.19842791898797,0.288403437783321,-0.177008632570505,"27.4.c"
1984,0.904761904761905,0.00539346629132827,0.19842791898797,0.288403437783321,"27.4.c"
1985,1.06666666666667,-0.355507857476672,0.00539346629132827,0.19842791898797,"27.4.c"
1986,0.882352941176471,-0.595115706014136,-0.355507857476672,0.00539346629132827,"27.4.c"
1987,1,-0.325612640318771,-0.595115706014136,-0.355507857476672,"27.4.c"
1988,1.15384615384615,0.450921762734652,-0.325612640318771,-0.595115706014136,"27.4.c"
1989,1.33333333333333,1.27074973285198,0.450921762734652,-0.325612640318771,"27.4.c"
1990,1.76923076923077,1.19066342959801,1.27074973285198,0.450921762734652,"27.4.c"
1991,1.58823529411765,0.260329561928908,1.19066342959801,1.27074973285198,"27.4.c"
1992,1.3125,0.666884408642848,0.260329561928908,1.19066342959801,"27.4.c"
1993,1.72727272727273,0.207115939507882,0.666884408642848,0.260329561928908,"27.4.c"
1994,1.57142857142857,0.794129027674595,0.207115939507882,0.666884408642848,"27.4.c"
1995,1.38888888888889,1.33043770492077,0.794129027674595,0.207115939507882,"27.4.c"
1996,1.53333333333333,-0.185061360088487,1.33043770492077,0.794129027674595,"27.4.c"
1997,1.26315789473684,0.812094607700904,-0.185061360088487,1.33043770492077,"27.4.c"
1998,1.625,0.99664873133103,0.812094607700904,-0.185061360088487,"27.4.c"
1999,1.17647058823529,1.31014574070772,0.99664873133103,0.812094607700904,"27.4.c"
2000,1.625,0.877555125703414,1.31014574070772,0.99664873133103,"27.4.c"
2001,1.66666666666667,0.940730755527814,0.877555125703414,1.31014574070772,"27.4.c"
2002,1.5,1.46740705768267,0.940730755527814,0.877555125703414,"27.4.c"
2003,1.66666666666667,1.44153061509132,1.46740705768267,0.940730755527814,"27.4.c"
2004,1.94117647058824,1.20466060936451,1.44153061509132,1.46740705768267,"27.4.c"
2005,2.1875,1.05504743009806,1.20466060936451,1.44153061509132,"27.4.c"
2006,1.77777777777778,1.38651081422965,1.05504743009806,1.20466060936451,"27.4.c"
2007,1.76470588235294,1.78754289944967,1.38651081422965,1.05504743009806,"27.4.c"
2008,1.57894736842105,1.28922623644272,1.78754289944967,1.38651081422965,"27.4.c"
2009,1.92857142857143,1.19783300813287,1.28922623644272,1.78754289944967,"27.4.c"
2010,2.06666666666667,0.254714817429582,1.19783300813287,1.28922623644272,"27.4.c"
2011,1.52631578947368,1.0458144346873,0.254714817429582,1.19783300813287,"27.4.c"
2012,1.76470588235294,0.716003535781056,1.0458144346873,0.254714817429582,"27.4.c"
2013,1.6,0.182478660096725,0.716003535781056,1.0458144346873,"27.4.c"
2014,1.66666666666667,2.17727748552958,0.182478660096725,0.716003535781056,"27.4.c"
2015,1.55,1.18494286636511,2.17727748552958,0.182478660096725,"27.4.c"
2016,1.63157894736842,1.7921555240949,1.18494286636511,2.17727748552958,"27.4.c"
2017,1.77777777777778,1.65266142288844,1.7921555240949,1.18494286636511,"27.4.c"
2018,1.66666666666667,1.46633521281183,1.65266142288844,1.7921555240949,"27.4.c"
2019,2.125,1.74871562918027,1.46633521281183,1.65266142288844,"27.4.c"
2020,2.16666666666667,1.72006592154503,1.74871562918027,1.46633521281183,"27.4.c"
1985,1.11538461538462,-0.109239752870053,0.256050022318959,-0.0304202819243073,"27.6.a"
1986,1.33333333333333,-0.311889502530297,-0.109239752870053,0.256050022318959,"27.6.a"
1987,1.20833333333333,-0.00848516387244066,-0.311889502530297,-0.109239752870053,"27.6.a"
1988,1.03703703703704,0.140935538647076,-0.00848516387244066,-0.311889502530297,"27.6.a"
1989,1.15384615384615,0.375733497397353,0.140935538647076,-0.00848516387244066,"27.6.a"
1990,1.16,0.497752244273822,0.375733497397353,0.140935538647076,"27.6.a"
1991,1.20833333333333,0.161837875532607,0.497752244273822,0.375733497397353,"27.6.a"
1992,1.19230769230769,0.166365766587357,0.161837875532607,0.497752244273822,"27.6.a"
1993,1.375,-0.151766867687305,0.166365766587357,0.161837875532607,"27.6.a"
1994,1.45833333333333,-0.143373418599367,-0.151766867687305,0.166365766587357,"27.6.a"
1995,1.5,0.410204002012809,-0.143373418599367,-0.151766867687305,"27.6.a"
1996,1.30769230769231,0.174842905874054,0.410204002012809,-0.143373418599367,"27.6.a"
1997,1.52173913043478,0.768442651877801,0.174842905874054,0.410204002012809,"27.6.a"
1998,1.29166666666667,0.619570914655924,0.768442651877801,0.174842905874054,"27.6.a"
1999,1.8,0.512201141566038,0.619570914655924,0.768442651877801,"27.6.a"
2000,1.47826086956522,0.455761099234223,0.512201141566038,0.619570914655924,"27.6.a"
2001,1.19230769230769,0.557540210584799,0.455761099234223,0.512201141566038,"27.6.a"
2002,1.14814814814815,0.804835880796115,0.557540210584799,0.455761099234223,"27.6.a"
2003,1.5,0.946991930405299,0.804835880796115,0.557540210584799,"27.6.a"
2004,1.71428571428571,0.811638717850049,0.946991930405299,0.804835880796115,"27.6.a"
2005,1.63157894736842,0.68897390862306,0.811638717850049,0.946991930405299,"27.6.a"
2006,1.94444444444444,0.838235213731726,0.68897390862306,0.811638717850049,"27.6.a"
2007,1.625,0.871544599533081,0.838235213731726,0.68897390862306,"27.6.a"
2008,2,0.891656364003817,0.871544599533081,0.838235213731726,"27.6.a"
2009,1.75,0.937292824188868,0.891656364003817,0.871544599533081,"27.6.a"
2010,1.5,0.660424110790094,0.937292824188868,0.891656364003817,"27.6.a"
1999,0.866666666666667,0.249999941016237,0.487269170892735,0.67609580187127,"27.6.b"
2001,1,0.740543523803353,0.351486545676986,0.249999941016237,"27.6.b"
2002,1,0.678478211785356,0.740543523803353,0.351486545676986,"27.6.b"
2003,0.857142857142857,0.982060424983501,0.678478211785356,0.740543523803353,"27.6.b"
2005,0.9375,0.732457521061103,0.849695245424906,0.982060424983501,"27.6.b"
2006,0.9375,0.782734407732884,0.732457521061103,0.849695245424906,"27.6.b"
2007,0.9375,0.919830816487471,0.782734407732884,0.732457521061103,"27.6.b"
2008,1.07142857142857,0.844382150719563,0.919830816487471,0.782734407732884,"27.6.b"
2009,0.8125,0.832770061989625,0.844382150719563,0.919830816487471,"27.6.b"
2011,1.17647058823529,0.409667070334156,0.963318170358737,0.832770061989625,"27.6.b"
2012,1.4,0.542132311190168,0.409667070334156,0.963318170358737,"27.6.b"
2013,1.33333333333333,0.440430894998523,0.542132311190168,0.409667070334156,"27.6.b"
2014,1.375,0.776387182840457,0.440430894998523,0.542132311190168,"27.6.b"
2015,1.4,-0.189662312933554,0.776387182840457,0.440430894998523,"27.6.b"
2016,1.1875,0.190704734840741,-0.189662312933554,0.776387182840457,"27.6.b"
2018,0.882352941176471,-0.059097980769972,0.536294531077147,0.190704734840741,"27.6.b"
2019,1.1875,0.5031314259395,-0.059097980769972,0.536294531077147,"27.6.b"
2020,1.14285714285714,0.214855358392621,0.5031314259395,-0.059097980769972,"27.6.b"
2009,1.72222222222222,0.675320007527868,0.655878704765605,1.1072297733691,"27.7.a"
2010,1.72222222222222,0.343672789633274,0.675320007527868,0.655878704765605,"27.7.a"
2011,1.70588235294118,0.576247551995847,0.343672789633274,0.675320007527868,"27.7.a"
2012,1.76470588235294,0.4568833735668,0.576247551995847,0.343672789633274,"27.7.a"
2013,1.70588235294118,0.320569269359112,0.4568833735668,0.576247551995847,"27.7.a"
2014,1.57894736842105,1.0226738082452,0.320569269359112,0.4568833735668,"27.7.a"
2015,1.94117647058824,0.50897687394172,1.0226738082452,0.320569269359112,"27.7.a"
2016,1.875,0.801700280358394,0.50897687394172,1.0226738082452,"27.7.a"
2018,2.13333333333333,0.593146328503887,0.87928069403602,0.801700280358394,"27.7.a"
2019,2.26666666666667,0.974642702274852,0.593146328503887,0.87928069403602,"27.7.a"
2020,2,0.868899017986324,0.974642702274852,0.593146328503887,"27.7.a"
2003,2.4,0.775719456374645,0.605189321562648,0.529941950459033,"27.7.b"
2004,1.93333333333333,0.550157207995653,0.775719456374645,0.605189321562648,"27.7.b"
2005,1.77272727272727,0.649386620769898,0.550157207995653,0.775719456374645,"27.7.b"
2006,2.1,0.777748934303721,0.649386620769898,0.550157207995653,"27.7.b"
2007,2.5,0.987140564868847,0.777748934303721,0.649386620769898,"27.7.b"
2008,1.76190476190476,0.441659627404685,0.987140564868847,0.777748934303721,"27.7.b"
2009,2.26315789473684,0.422697588490943,0.441659627404685,0.987140564868847,"27.7.b"
2010,2,0.403680211864412,0.422697588490943,0.441659627404685,"27.7.b"
2011,2.15789473684211,0.177327992549787,0.403680211864412,0.422697588490943,"27.7.b"
2012,2.05555555555556,0.194898144652446,0.177327992549787,0.403680211864412,"27.7.b"
2013,2.15789473684211,0.297051940113306,0.194898144652446,0.177327992549787,"27.7.b"
2014,2.1,0.717548535671085,0.297051940113306,0.194898144652446,"27.7.b"
2015,2.22222222222222,0.225249839636187,0.717548535671085,0.297051940113306,"27.7.b"
2016,2.11764705882353,0.592365529077748,0.225249839636187,0.717548535671085,"27.7.b"
2017,2.05882352941176,0.531331197513888,0.592365529077748,0.225249839636187,"27.7.b"
2018,2.21052631578947,0.513124635598312,0.531331197513888,0.592365529077748,"27.7.b"
2019,2.21052631578947,0.749246400625755,0.513124635598312,0.531331197513888,"27.7.b"
2020,2.05263157894737,0.42499838086466,0.749246400625755,0.513124635598312,"27.7.b"
2001,2,0.707869031311323,0.241787256556563,0.457300074864179,"27.7.c"
2002,1.71428571428571,0.565512581417958,0.707869031311323,0.241787256556563,"27.7.c"
2003,2,0.713914934545755,0.565512581417958,0.707869031311323,"27.7.c"
2004,2.08333333333333,0.459964747074991,0.713914934545755,0.565512581417958,"27.7.c"
2005,2,0.857533718148867,0.459964747074991,0.713914934545755,"27.7.c"
2006,2.16666666666667,0.862378171334664,0.857533718148867,0.459964747074991,"27.7.c"
2007,2.14285714285714,1.0973626623551,0.862378171334664,0.857533718148867,"27.7.c"
2008,2,0.684453062014654,1.0973626623551,0.862378171334664,"27.7.c"
2009,2.27272727272727,0.47656466687719,0.684453062014654,1.0973626623551,"27.7.c"
2010,2.41666666666667,0.739313084632158,0.47656466687719,0.684453062014654,"27.7.c"
2011,1.92307692307692,0.157966575895747,0.739313084632158,0.47656466687719,"27.7.c"
2012,1.92307692307692,0.275462864199653,0.157966575895747,0.739313084632158,"27.7.c"
2013,2.16666666666667,0.577280268693964,0.275462864199653,0.157966575895747,"27.7.c"
2014,2.14285714285714,0.408052567237367,0.577280268693964,0.275462864199653,"27.7.c"
2015,2.16666666666667,-0.0172082561378678,0.408052567237367,0.577280268693964,"27.7.c"
2016,2.07692307692308,0.418483887799084,-0.0172082561378678,0.408052567237367,"27.7.c"
2017,2.07692307692308,0.497288855879257,0.418483887799084,-0.0172082561378678,"27.7.c"
2018,2,0.356101718886445,0.497288855879257,0.418483887799084,"27.7.c"
2019,2.66666666666667,0.55348558894669,0.356101718886445,0.497288855879257,"27.7.c"
2020,2.14285714285714,0.247939745585124,0.55348558894669,0.356101718886445,"27.7.c"
1988,4.28571428571429,0.224726589551816,-0.30882208654657,-0.652665102931981,"27.7.d"
1989,3.625,1.08019358303511,0.224726589551816,-0.30882208654657,"27.7.d"
1990,4.57142857142857,1.02327184190014,1.08019358303511,0.224726589551816,"27.7.d"
