"Year","Survey","Quarter","F_CODE","sst","sst1","sst2","Atlantic","Boreal","Lusitanian","Unknown","ratio"
2004,"SWC-IBTS",1,"6.a",0.811638717850049,0.946991930405299,0.804835880796115,7,21,36,4,1.71428571428571
2005,"BITS",1,"3.b, c",1.16991239048851,0.99271199076126,1.06299647855728,0,14,13,3,0.928571428571429
2005,"BITS",1,"3.d",1.31380107502143,0.788467934044699,0.647992107396325,2,12,5,2,0.416666666666667
2005,"EVHOE",4,"7.g",0.738986187924941,0.665095918501417,0.863056975106398,3,16,38,4,2.375
2005,"EVHOE",4,"7.h",0.899876063068708,0.720322022835414,0.970932722091675,7,13,32,3,2.46153846153846
2005,"EVHOE",4,"7.j",0.767100555822253,0.599852271998922,0.813073119769494,9,10,28,5,2.8
2005,"EVHOE",4,"8.a",0.724416302517056,0.688851756354173,1.09018178532521,6,12,52,7,4.33333333333333
2005,"EVHOE",4,"8.b",0.896645791518191,0.480256355367601,1.32289060701927,6,3,41,14,13.6666666666667
2005,"EVHOE",4,"8.d",0.899876063068708,0.720322022835414,0.970932722091675,5,0,25,7,99
2005,"FR-CGFS",4,"7.d",1.14885166939348,1.21334434238573,1.450963110663,2,8,34,3,4.25
2005,"IE-IGFS",4,"7.b",0.649386620769898,0.550157207995653,0.775719456374645,6,22,39,7,1.77272727272727
2005,"NS-IBTS",1,"3.a",1.18120742356405,0.978406673297286,0.980251975667973,5,31,31,3,1
2005,"NS-IBTS",1,"4.a",0.638599827388922,0.843224113434553,1.15166956074536,4,29,30,3,1.03448275862069
2005,"NS-IBTS",1,"4.b",0.950262064424654,1.01449637673795,1.18793678190559,4,33,41,12,1.24242424242424
2005,"NS-IBTS",1,"4.c",1.05504743009806,1.20466060936451,1.44153061509132,2,16,35,9,2.1875
2005,"PT-IBTS",4,"9.a",0.638909791441013,0.644114575426405,0.727326523590212,10,2,46,35,23
2005,"ROCKALL",3,"6.b",0.732457521061103,0.849695245424906,0.982060424983501,4,16,15,0,0.9375
2005,"SP-NORTH",4,"8.c",0.864295269673069,0.54380374836425,1.07141371257603,12,4,54,39,13.5
2005,"SP-PORC",3,"7.c",0.857533718148867,0.459964747074991,0.713914934545755,11,13,26,16,2
2005,"SP-PORC",3,"7.k",0.857533718148867,0.459964747074991,0.713914934545755,11,4,19,17,4.75
2005,"SWC-IBTS",1,"6.a",0.68897390862306,0.811638717850049,0.946991930405299,4,19,31,1,1.63157894736842
2006,"BITS",1,"3.b, c",1.50015409446011,1.16991239048851,0.99271199076126,2,18,16,3,0.888888888888889
2006,"BITS",1,"3.d",1.5336110573262,1.31380107502143,0.788467934044699,1,12,4,2,0.333333333333333
2006,"EVHOE",4,"7.g",0.883379520848393,0.738986187924941,0.665095918501417,4,20,39,4,1.95
2006,"EVHOE",4,"7.h",1.00772370149692,0.899876063068708,0.720322022835414,6,14,28,4,2
2006,"EVHOE",4,"7.j",0.855873020055393,0.767100555822253,0.599852271998922,7,12,32,7,2.66666666666667
2006,"EVHOE",4,"8.a",0.921492314587037,0.724416302517056,0.688851756354173,6,11,49,9,4.45454545454545
2006,"EVHOE",4,"8.b",1.23702944132189,0.896645791518191,0.480256355367601,7,5,49,13,9.8
2006,"EVHOE",4,"8.d",1.00772370149692,0.899876063068708,0.720322022835414,7,2,20,8,10
2006,"FR-CGFS",4,"7.d",1.28858540067449,1.14885166939348,1.21334434238573,3,6,34,4,5.66666666666667
2006,"IE-IGFS",4,"7.b",0.777748934303721,0.649386620769898,0.550157207995653,7,20,42,7,2.1
2006,"NS-IBTS",1,"3.a",1.55301513026158,1.18120742356405,0.978406673297286,5,26,27,3,1.03846153846154
2006,"NS-IBTS",1,"4.a",1.15490021842221,0.638599827388922,0.843224113434553,3,26,28,3,1.07692307692308
2006,"NS-IBTS",1,"4.b",1.53745786535243,0.950262064424654,1.01449637673795,4,30,43,9,1.43333333333333
2006,"NS-IBTS",1,"4.c",1.38651081422965,1.05504743009806,1.20466060936451,1,18,32,7,1.77777777777778
2006,"PT-IBTS",4,"9.a",0.982790294801816,0.638909791441013,0.644114575426405,9,2,43,36,21.5
2006,"ROCKALL",3,"6.b",0.782734407732884,0.732457521061103,0.849695245424906,5,16,15,0,0.9375
2006,"SP-NORTH",4,"8.c",1.21597370132804,0.864295269673069,0.54380374836425,13,4,53,36,13.25
2006,"SP-PORC",3,"7.c",0.862378171334664,0.857533718148867,0.459964747074991,13,12,26,20,2.16666666666667
2006,"SP-PORC",3,"7.k",0.862378171334664,0.857533718148867,0.459964747074991,14,4,18,23,4.5
2006,"SWC-IBTS",1,"6.a",0.838235213731726,0.68897390862306,0.811638717850049,5,18,35,3,1.94444444444444
2007,"BITS",1,"3.b, c",1.69052796609079,1.50015409446011,1.16991239048851,1,18,16,2,0.888888888888889
2007,"BITS",1,"3.d",1.39307532583674,1.5336110573262,1.31380107502143,2,9,9,1,1
2007,"EVHOE",4,"7.g",0.924980079134305,0.883379520848393,0.738986187924941,3,15,36,4,2.4
2007,"EVHOE",4,"7.h",0.844315541287263,1.00772370149692,0.899876063068708,7,13,31,7,2.38461538461538
2007,"EVHOE",4,"7.j",0.938214696633319,0.855873020055393,0.767100555822253,9,12,33,5,2.75
2007,"EVHOE",4,"8.a",1.00876208208501,0.921492314587037,0.724416302517056,8,10,51,13,5.1
2007,"EVHOE",4,"8.b",0.969793293314676,1.23702944132189,0.896645791518191,7,7,49,19,7
2007,"EVHOE",4,"8.d",0.844315541287263,1.00772370149692,0.899876063068708,5,5,21,10,4.2
2007,"FR-CGFS",4,"7.d",1.49208046014731,1.28858540067449,1.14885166939348,2,7,35,3,5
2007,"IE-IGFS",4,"7.b",0.987140564868847,0.777748934303721,0.649386620769898,4,16,40,7,2.5
2007,"NS-IBTS",1,"3.a",1.4755046290035,1.55301513026158,1.18120742356405,4,32,29,5,0.90625
2007,"NS-IBTS",1,"4.a",0.808275517572959,1.15490021842221,0.638599827388922,4,27,29,3,1.07407407407407
2007,"NS-IBTS",1,"4.b",1.17898701115822,1.53745786535243,0.950262064424654,3,33,41,9,1.24242424242424
2007,"NS-IBTS",1,"4.c",1.78754289944967,1.38651081422965,1.05504743009806,1,17,30,8,1.76470588235294
2007,"PT-IBTS",4,"9.a",0.610025619932761,0.982790294801816,0.638909791441013,10,3,44,35,14.6666666666667
2007,"ROCKALL",3,"6.b",0.919830816487471,0.782734407732884,0.732457521061103,5,16,15,0,0.9375
2007,"SP-NORTH",4,"8.c",0.746771266476976,1.21597370132804,0.864295269673069,12,4,52,34,13
2007,"SP-PORC",3,"7.c",1.0973626623551,0.862378171334664,0.857533718148867,15,14,30,19,2.14285714285714
2007,"SP-PORC",3,"7.k",1.0973626623551,0.862378171334664,0.857533718148867,16,5,20,26,4
2007,"SWC-IBTS",1,"6.a",0.871544599533081,0.838235213731726,0.68897390862306,6,24,39,4,1.625
2008,"BITS",1,"3.b, c",1.58340682213505,1.69052796609079,1.50015409446011,0,18,12,4,0.666666666666667
2008,"BITS",1,"3.d",1.79570295910041,1.39307532583674,1.5336110573262,0,10,7,1,0.7
2008,"EVHOE",4,"7.g",0.442447922735785,0.924980079134305,0.883379520848393,3,19,40,5,2.10526315789474
2008,"EVHOE",4,"7.h",0.563004140276462,0.844315541287263,1.00772370149692,7,15,33,4,2.2
2008,"EVHOE",4,"7.j",0.497564895466591,0.938214696633319,0.855873020055393,9,13,29,6,2.23076923076923
2008,"EVHOE",4,"8.a",0.598183566704392,1.00876208208501,0.921492314587037,8,11,52,10,4.72727272727273
2008,"EVHOE",4,"8.b",0.741872518944244,0.969793293314676,1.23702944132189,7,4,51,16,12.75
2008,"EVHOE",4,"8.d",0.563004140276462,0.844315541287263,1.00772370149692,6,2,28,8,14
2008,"FR-CGFS",4,"7.d",0.993411976921683,1.49208046014731,1.28858540067449,1,10,37,3,3.7
2008,"IE-IGFS",4,"7.b",0.441659627404685,0.987140564868847,0.777748934303721,8,21,37,6,1.76190476190476
2008,"NS-IBTS",1,"3.a",1.59965995326638,1.4755046290035,1.55301513026158,4,26,30,7,1.15384615384615
2008,"NS-IBTS",1,"4.a",1.00977679056426,0.808275517572959,1.15490021842221,4,29,36,4,1.24137931034483
2008,"NS-IBTS",1,"4.b",1.20391421268384,1.17898701115822,1.53745786535243,4,32,44,8,1.375
2008,"NS-IBTS",1,"4.c",1.28922623644272,1.78754289944967,1.38651081422965,3,19,30,6,1.57894736842105
2008,"PT-IBTS",4,"9.a",0.66767406448101,0.610025619932761,0.982790294801816,7,2,39,38,19.5
2008,"ROCKALL",3,"6.b",0.844382150719563,0.919830816487471,0.782734407732884,3,14,15,2,1.07142857142857
2008,"SP-NORTH",4,"8.c",0.796303109369344,0.746771266476976,1.21597370132804,11,2,50,39,25
2008,"SP-PORC",3,"7.c",0.684453062014654,1.0973626623551,0.862378171334664,14,14,28,19,2
2008,"SP-PORC",3,"7.k",0.684453062014654,1.0973626623551,0.862378171334664,15,5,19,28,3.8
2008,"SWC-IBTS",1,"6.a",0.891656364003817,0.871544599533081,0.838235213731726,5,19,38,6,2
2009,"BITS",1,"3.b, c",1.11357311005122,1.58340682213505,1.69052796609079,0,17,13,4,0.764705882352941
2009,"BITS",1,"3.d",1.04904808228215,1.79570295910041,1.39307532583674,0,10,7,2,0.7
2009,"EVHOE",4,"7.g",0.512214766194423,0.442447922735785,0.924980079134305,4,19,34,4,1.78947368421053
2009,"EVHOE",4,"7.h",0.621079993744691,0.563004140276462,0.844315541287263,5,13,32,5,2.46153846153846
2009,"EVHOE",4,"7.j",0.465354413880656,0.497564895466591,0.938214696633319,7,15,30,10,2
2009,"EVHOE",4,"8.a",0.515923834095399,0.598183566704392,1.00876208208501,8,13,53,14,4.07692307692308
2009,"EVHOE",4,"8.b",0.699807254907985,0.741872518944244,0.969793293314676,5,2,44,11,22
2009,"EVHOE",4,"8.d",0.621079993744691,0.563004140276462,0.844315541287263,4,3,22,6,7.33333333333333
2009,"FR-CGFS",4,"7.d",0.905481125460938,0.993411976921683,1.49208046014731,3,8,33,4,4.125
2009,"IE-IGFS",4,"7.b",0.422697588490943,0.441659627404685,0.987140564868847,6,19,43,8,2.26315789473684
2009,"NIGFS",4,"7.a",0.675320007527868,0.655878704765605,1.1072297733691,2,18,31,13,1.72222222222222
2009,"NS-IBTS",1,"3.a",1.01276235623906,1.59965995326638,1.4755046290035,5,26,32,4,1.23076923076923
2009,"NS-IBTS",1,"4.a",0.929341408424079,1.00977679056426,0.808275517572959,7,27,33,4,1.22222222222222
2009,"NS-IBTS",1,"4.b",1.07071003938715,1.20391421268384,1.17898701115822,5,26,42,7,1.61538461538462
2009,"NS-IBTS",1,"4.c",1.19783300813287,1.28922623644272,1.78754289944967,2,14,27,7,1.92857142857143
2009,"PT-IBTS",4,"9.a",0.591265211657931,0.66767406448101,0.610025619932761,7,1,43,28,43
2009,"ROCKALL",3,"6.b",0.832770061989625,0.844382150719563,0.919830816487471,5,16,13,4,0.8125
2009,"SP-NORTH",4,"8.c",0.645150575890309,0.796303109369344,0.746771266476976,10,3,51,37,17
2009,"SP-PORC",3,"7.c",0.47656466687719,0.684453062014654,1.0973626623551,12,11,25,22,2.27272727272727
2009,"SP-PORC",3,"7.k",0.47656466687719,0.684453062014654,1.0973626623551,13,8,20,27,2.5
2009,"SWC-IBTS",1,"6.a",0.937292824188868,0.891656364003817,0.871544599533081,7,20,35,5,1.75
2010,"BITS",1,"3.b, c",0.120408637371535,1.11357311005122,1.58340682213505,0,16,18,4,1.125
2010,"BITS",1,"3.d",0.362245035668214,1.04904808228215,1.79570295910041,0,11,4,3,0.363636363636364
2010,"EVHOE",4,"7.g",0.391079987709721,0.512214766194423,0.442447922735785,3,15,36,4,2.4
2010,"EVHOE",4,"7.h",0.647097235545516,0.621079993744691,0.563004140276462,7,8,29,6,3.625
2010,"EVHOE",4,"7.j",0.520118574922284,0.465354413880656,0.497564895466591,9,13,30,7,2.30769230769231
2010,"EVHOE",4,"8.a",0.168650856862466,0.515923834095399,0.598183566704392,9,13,49,12,3.76923076923077
2010,"EVHOE",4,"8.b",0.473787930328399,0.699807254907985,0.741872518944244,5,3,46,11,15.3333333333333
2010,"EVHOE",4,"8.d",0.647097235545516,0.621079993744691,0.563004140276462,7,4,23,8,5.75
2010,"FR-CGFS",4,"7.d",0.392891005224859,0.905481125460938,0.993411976921683,2,9,33,3,3.66666666666667
2010,"IE-IGFS",4,"7.b",0.403680211864412,0.422697588490943,0.441659627404685,6,21,42,5,2
2010,"NIGFS",4,"7.a",0.343672789633274,0.675320007527868,0.655878704765605,2,18,31,10,1.72222222222222
2010,"NS-IBTS",1,"3.a",0.16030919427673,1.01276235623906,1.59965995326638,4,23,22,5,0.956521739130435
2010,"NS-IBTS",1,"4.a",0.412408819546302,0.929341408424079,1.00977679056426,6,29,35,3,1.20689655172414
2010,"NS-IBTS",1,"4.b",0.310251056061437,1.07071003938715,1.20391421268384,4,31,36,8,1.16129032258065
2010,"NS-IBTS",1,"4.c",0.254714817429582,1.19783300813287,1.28922623644272,2,15,31,5,2.06666666666667
2010,"PT-IBTS",4,"9.a",0.661108565206329,0.591265211657931,0.66767406448101,8,2,37,33,18.5
2010,"SP-NORTH",4,"8.c",0.688413310899503,0.645150575890309,0.796303109369344,11,5,51,39,10.2
2010,"SP-PORC",3,"7.c",0.739313084632158,0.47656466687719,0.684453062014654,13,12,29,23,2.41666666666667
2010,"SP-PORC",3,"7.k",0.739313084632158,0.47656466687719,0.684453062014654,15,4,16,24,4
2010,"SWC-IBTS",1,"6.a",0.660424110790094,0.937292824188868,0.891656364003817,7,24,36,6,1.5
2011,"BITS",1,"3.b, c",0.702179362221311,0.120408637371535,1.11357311005122,2,18,16,3,0.888888888888889
2011,"BITS",1,"3.d",0.542870913942655,0.362245035668214,1.04904808228215,0,10,4,2,0.4
2011,"EVHOE",4,"7.g",0.449929661505545,0.391079987709721,0.512214766194423,3,16,39,4,2.4375
2011,"EVHOE",4,"7.h",0.717081311934938,0.647097235545516,0.621079993744691,7,15,33,4,2.2
2011,"EVHOE",4,"7.j",0.354242209849569,0.520118574922284,0.465354413880656,9,14,31,9,2.21428571428571
2011,"EVHOE",4,"8.a",0.906639191011588,0.168650856862466,0.515923834095399,9,12,56,15,4.66666666666667
2011,"EVHOE",4,"8.b",1.18580984820922,0.473787930328399,0.699807254907985,6,3,41,16,13.6666666666667
2011,"EVHOE",4,"8.d",0.717081311934938,0.647097235545516,0.621079993744691,3,3,23,2,7.66666666666667
2011,"FR-CGFS",4,"7.d",1.10703475059321,0.392891005224859,0.905481125460938,1,10,38,4,3.8
2011,"IE-IGFS",4,"7.b",0.177327992549787,0.403680211864412,0.422697588490943,2,19,41,5,2.15789473684211
2011,"NIGFS",4,"7.a",0.576247551995847,0.343672789633274,0.675320007527868,2,17,29,12,1.70588235294118
2011,"NS-IBTS",1,"3.a",0.809335353473822,0.16030919427673,1.01276235623906,5,22,22,2,1
2011,"NS-IBTS",1,"4.a",0.754153651930392,0.412408819546302,0.929341408424079,5,28,34,5,1.21428571428571
2011,"NS-IBTS",1,"4.b",0.693676973848293,0.310251056061437,1.07071003938715,3,27,41,8,1.51851851851852
2011,"NS-IBTS",1,"4.c",1.0458144346873,0.254714817429582,1.19783300813287,1,19,29,6,1.52631578947368
2011,"PT-IBTS",4,"9.a",0.863530959468335,0.661108565206329,0.591265211657931,9,2,39,35,19.5
2011,"SCOROC",3,"6.b",0.409667070334156,0.963318170358737,0.832770061989625,9,17,20,3,1.17647058823529
2011,"SP-NORTH",4,"8.c",1.0490671924005,0.688413310899503,0.645150575890309,11,3,50,45,16.6666666666667
2011,"SP-PORC",3,"7.c",0.157966575895747,0.739313084632158,0.47656466687719,15,13,25,23,1.92307692307692
2011,"SP-PORC",3,"7.k",0.157966575895747,0.739313084632158,0.47656466687719,14,6,19,23,3.16666666666667
2012,"BITS",1,"3.b, c",0.742851707851514,0.702179362221311,0.120408637371535,0,17,10,2,0.588235294117647
2012,"BITS",1,"3.d",0.979033052921295,0.542870913942655,0.362245035668214,0,13,6,5,0.461538461538462
2012,"EVHOE",4,"7.g",0.357106610201299,0.449929661505545,0.391079987709721,3,16,39,4,2.4375
2012,"EVHOE",4,"7.h",0.531454360112548,0.717081311934938,0.647097235545516,6,12,32,7,2.66666666666667
2012,"EVHOE",4,"7.j",0.315471146643783,0.354242209849569,0.520118574922284,8,13,34,8,2.61538461538462
2012,"EVHOE",4,"8.a",0.686570212865869,0.906639191011588,0.168650856862466,6,8,46,12,5.75
2012,"EVHOE",4,"8.b",0.874699815176427,1.18580984820922,0.473787930328399,8,4,47,18,11.75
2012,"EVHOE",4,"8.d",0.531454360112548,0.717081311934938,0.647097235545516,7,3,22,7,7.33333333333333
2012,"FR-CGFS",4,"7.d",0.775562165887095,1.10703475059321,0.392891005224859,1,12,35,4,2.91666666666667
2012,"IE-IGFS",4,"7.b",0.194898144652446,0.177327992549787,0.403680211864412,5,18,37,9,2.05555555555556
2012,"NIGFS",4,"7.a",0.4568833735668,0.576247551995847,0.343672789633274,2,17,30,11,1.76470588235294
2012,"NS-IBTS",1,"3.a",0.6834344357873,0.809335353473822,0.16030919427673,4,29,26,4,0.896551724137931
2012,"NS-IBTS",1,"4.a",0.536746282689273,0.754153651930392,0.412408819546302,6,27,30,4,1.11111111111111
2012,"NS-IBTS",1,"4.b",0.757788990313808,0.693676973848293,0.310251056061437,4,31,44,9,1.41935483870968
2012,"NS-IBTS",1,"4.c",0.716003535781056,1.0458144346873,0.254714817429582,0,17,30,6,1.76470588235294
2012,"SCOROC",3,"6.b",0.542132311190168,0.409667070334156,0.963318170358737,7,15,21,3,1.4
2012,"SP-NORTH",4,"8.c",0.8298608466155,1.0490671924005,0.688413310899503,12,1,52,45,52
2012,"SP-PORC",3,"7.c",0.275462864199653,0.157966575895747,0.739313084632158,13,13,25,27,1.92307692307692
2012,"SP-PORC",3,"7.k",0.275462864199653,0.157966575895747,0.739313084632158,13,3,17,27,5.66666666666667
2013,"BITS",1,"3.b, c",0.557620404753834,0.742851707851514,0.702179362221311,0,21,14,2,0.666666666666667
2013,"BITS",1,"3.d",1.38440774877866,0.979033052921295,0.542870913942655,0,14,5,5,0.357142857142857
2013,"EVHOE",4,"7.g",0.407960974921783,0.357106610201299,0.449929661505545,4,13,30,2,2.30769230769231
2013,"EVHOE",4,"7.h",0.70224434013168,0.531454360112548,0.717081311934938,7,13,35,4,2.69230769230769
2013,"EVHOE",4,"7.j",0.482231208433708,0.315471146643783,0.354242209849569,8,15,29,5,1.93333333333333
2013,"EVHOE",4,"8.a",0.523103656247258,0.686570212865869,0.906639191011588,8,15,61,15,4.06666666666667
2013,"EVHOE",4,"8.b",0.703527165887256,0.874699815176427,1.18580984820922,7,4,50,17,12.5
2013,"EVHOE",4,"8.d",0.70224434013168,0.531454360112548,0.717081311934938,6,1,21,7,21
2013,"FR-CGFS",4,"7.d",0.47199498830984,0.775562165887095,1.10703475059321,1,8,37,5,4.625
2013,"IE-IGFS",4,"7.b",0.297051940113306,0.194898144652446,0.177327992549787,6,19,41,6,2.15789473684211
2013,"NIGFS",4,"7.a",0.320569269359112,0.4568833735668,0.576247551995847,2,17,29,11,1.70588235294118
2013,"NS-IBTS",1,"3.a",0.570334647161265,0.6834344357873,0.809335353473822,7,26,28,3,1.07692307692308
2013,"NS-IBTS",1,"4.a",0.580837390571833,0.536746282689273,0.754153651930392,5,33,35,6,1.06060606060606
2013,"NS-IBTS",1,"4.b",0.463979674192766,0.757788990313808,0.693676973848293,3,31,45,8,1.45161290322581
2013,"NS-IBTS",1,"4.c",0.182478660096725,0.716003535781056,1.0458144346873,3,20,32,6,1.6
2013,"PT-IBTS",4,"9.a",0.440641671419144,0.73470612547438,0.863530959468335,9,2,45,32,22.5
2013,"SCOROC",3,"6.b",0.440430894998523,0.542132311190168,0.409667070334156,7,15,20,1,1.33333333333333
2013,"SP-NORTH",4,"8.c",0.628575773081846,0.8298608466155,1.0490671924005,13,3,54,45,18
2013,"SP-PORC",3,"7.c",0.577280268693964,0.275462864199653,0.157966575895747,11,12,26,19,2.16666666666667
2013,"SP-PORC",3,"7.k",0.577280268693964,0.275462864199653,0.157966575895747,11,5,18,24,3.6
2014,"BITS",1,"3.b, c",2.20304004335776,0.557620404753834,0.742851707851514,0,20,19,4,0.95
2014,"BITS",1,"3.d",1.90734914938609,1.38440774877866,0.979033052921295,0,16,11,4,0.6875
2014,"EVHOE",4,"7.g",0.948312790753941,0.407960974921783,0.357106610201299,3,13,33,3,2.53846153846154
2014,"EVHOE",4,"7.h",1.07467072705428,0.70224434013168,0.531454360112548,9,13,31,4,2.38461538461538
2014,"EVHOE",4,"7.j",0.788225411670282,0.482231208433708,0.315471146643783,8,13,27,6,2.07692307692308
2014,"EVHOE",4,"8.a",1.39991673330466,0.523103656247258,0.686570212865869,9,11,51,10,4.63636363636364
2014,"EVHOE",4,"8.b",1.41916467870275,0.703527165887256,0.874699815176427,9,5,46,12,9.2
2014,"EVHOE",4,"8.d",1.07467072705428,0.70224434013168,0.531454360112548,2,4,17,1,4.25
2014,"FR-CGFS",4,"7.d",1.83537036180496,0.47199498830984,0.775562165887095,2,15,37,5,2.46666666666667
2014,"IE-IGFS",4,"7.b",0.717548535671085,0.297051940113306,0.194898144652446,5,20,42,5,2.1
2014,"NIGFS",4,"7.a",1.0226738082452,0.320569269359112,0.4568833735668,3,19,30,10,1.57894736842105
2014,"NS-IBTS",1,"3.a",2.08489008123676,0.570334647161265,0.6834344357873,6,28,30,5,1.07142857142857
2014,"NS-IBTS",1,"4.a",1.41882686031361,0.580837390571833,0.536746282689273,7,30,35,8,1.16666666666667
2014,"NS-IBTS",1,"4.b",1.7868762811025,0.463979674192766,0.757788990313808,2,31,33,8,1.06451612903226
2014,"NS-IBTS",1,"4.c",2.17727748552958,0.182478660096725,0.716003535781056,1,21,35,8,1.66666666666667
2014,"PT-IBTS",4,"9.a",0.884641400926436,0.440641671419144,0.73470612547438,8,2,40,32,20
2014,"SCOROC",3,"6.b",0.776387182840457,0.440430894998523,0.542132311190168,7,16,22,3,1.375
2014,"SP-NORTH",4,"8.c",1.10722926879923,0.628575773081846,0.8298608466155,13,4,54,43,13.5
2014,"SP-PORC",3,"7.c",0.408052567237367,0.577280268693964,0.275462864199653,3,7,15,1,2.14285714285714
2014,"SP-PORC",3,"7.k",0.408052567237367,0.577280268693964,0.275462864199653,3,4,13,1,3.25
2015,"BITS",1,"3.b, c",1.31438193997989,2.20304004335776,0.557620404753834,1,13,11,4,0.846153846153846
2015,"BITS",1,"3.d",1.84940561155478,1.90734914938609,1.38440774877866,0,16,8,5,0.5
2015,"EVHOE",4,"7.g",0.442700135676811,0.948312790753941,0.407960974921783,4,16,37,6,2.3125
2015,"EVHOE",4,"7.h",0.560707306178908,1.07467072705428,0.70224434013168,4,9,27,9,3
2015,"EVHOE",4,"7.j",0.30677382927388,0.788225411670282,0.482231208433708,10,15,28,10,1.86666666666667
2015,"EVHOE",4,"8.a",0.887968149657051,1.39991673330466,0.523103656247258,7,14,55,17,3.92857142857143
2015,"EVHOE",4,"8.b",1.03949955819796,1.41916467870275,0.703527165887256,8,1,49,17,49
2015,"EVHOE",4,"8.d",0.560707306178908,1.07467072705428,0.70224434013168,6,4,23,7,5.75
2015,"FR-CGFS",4,"7.d",1.11930405364061,1.83537036180496,0.47199498830984,2,12,39,9,3.25
2015,"IE-IGFS",4,"7.b",0.225249839636187,0.717548535671085,0.297051940113306,6,18,40,7,2.22222222222222
2015,"NIGFS",4,"7.a",0.50897687394172,1.0226738082452,0.320569269359112,2,17,33,12,1.94117647058824
2015,"NS-IBTS",1,"3.a",1.18160551848511,2.08489008123676,0.570334647161265,7,30,33,5,1.1
2015,"NS-IBTS",1,"4.a",0.747167308876912,1.41882686031361,0.580837390571833,6,31,35,7,1.12903225806452
2015,"NS-IBTS",1,"4.b",0.921826038509607,1.7868762811025,0.463979674192766,5,29,39,8,1.3448275862069
2015,"NS-IBTS",1,"4.c",1.18494286636511,2.17727748552958,0.182478660096725,2,20,31,4,1.55
2015,"PT-IBTS",4,"9.a",0.74489782191813,0.884641400926436,0.440641671419144,10,1,44,34,44
2015,"SCOROC",3,"6.b",-0.189662312933554,0.776387182840457,0.440430894998523,7,15,21,2,1.4
2015,"SP-NORTH",4,"8.c",0.890605649807387,1.10722926879923,0.628575773081846,12,3,47,43,15.6666666666667
2015,"SP-PORC",3,"7.c",-0.0172082561378678,0.408052567237367,0.577280268693964,11,12,26,22,2.16666666666667
2015,"SP-PORC",3,"7.k",-0.0172082561378678,0.408052567237367,0.577280268693964,12,5,19,26,3.8
2016,"BITS",1,"3.b, c",1.73775940450529,1.31438193997989,2.20304004335776,0,16,14,2,0.875
2016,"BITS",1,"3.d",2.11014488339424,1.84940561155478,1.90734914938609,0,13,8,4,0.615384615384615
2016,"EVHOE",4,"7.g",0.792750580236316,0.442700135676811,0.948312790753941,4,17,37,3,2.17647058823529
2016,"EVHOE",4,"7.h",0.852399386465549,0.560707306178908,1.07467072705428,4,16,32,2,2
2016,"EVHOE",4,"7.j",0.643853245303035,0.30677382927388,0.788225411670282,4,13,29,3,2.23076923076923
2016,"EVHOE",4,"8.a",0.919253493348757,0.887968149657051,1.39991673330466,9,11,51,12,4.63636363636364
2016,"EVHOE",4,"8.b",1.15859011063973,1.03949955819796,1.41916467870275,7,3,48,14,16
2016,"EVHOE",4,"8.d",0.852399386465549,0.560707306178908,1.07467072705428,6,2,17,5,8.5
2016,"FR-CGFS",4,"7.d",1.33611864006768,1.11930405364061,1.83537036180496,2,12,44,8,3.66666666666667
2016,"IE-IGFS",4,"7.b",0.592365529077748,0.225249839636187,0.717548535671085,5,17,36,4,2.11764705882353
2016,"NIGFS",4,"7.a",0.801700280358394,0.50897687394172,1.0226738082452,2,16,30,8,1.875
2016,"NS-IBTS",1,"3.a",1.63185395176212,1.18160551848511,2.08489008123676,6,23,26,5,1.1304347826087
2016,"NS-IBTS",1,"4.a",1.11448554719488,0.747167308876912,1.41882686031361,5,30,35,6,1.16666666666667
2016,"NS-IBTS",1,"4.b",1.43611126144727,0.921826038509607,1.7868762811025,2,29,36,9,1.24137931034483
2016,"NS-IBTS",1,"4.c",1.7921555240949,1.18494286636511,2.17727748552958,1,19,31,8,1.63157894736842
2016,"PT-IBTS",4,"9.a",0.732308067691823,0.74489782191813,0.884641400926436,8,1,44,32,44
2016,"SCOROC",3,"6.b",0.190704734840741,-0.189662312933554,0.776387182840457,7,16,19,4,1.1875
2016,"SP-NORTH",4,"8.c",1.01812825931443,0.890605649807387,1.10722926879923,14,4,49,40,12.25
2016,"SP-PORC",3,"7.c",0.418483887799084,-0.0172082561378678,0.408052567237367,11,13,27,18,2.07692307692308
2016,"SP-PORC",3,"7.k",0.418483887799084,-0.0172082561378678,0.408052567237367,13,8,20,24,2.5
2017,"BITS",1,"3.b, c",1.36551306893428,1.73775940450529,1.31438193997989,1,20,17,5,0.85
2017,"BITS",1,"3.d",1.18828585247199,2.11014488339424,1.84940561155478,0,15,10,5,0.666666666666667
2017,"EVHOE",4,"8.a",0.964366886764765,0.919253493348757,0.887968149657051,4,6,45,8,7.5
2017,"EVHOE",4,"8.b",0.996905740971367,1.15859011063973,1.03949955819796,3,1,39,7,39
2017,"EVHOE",4,"8.d",0.81338465710481,0.852399386465549,0.560707306178908,6,1,9,5,9
2017,"FR-CGFS",4,"7.d",1.34678558679298,1.33611864006768,1.11930405364061,2,14,43,8,3.07142857142857
2017,"IE-IGFS",4,"7.b",0.531331197513888,0.592365529077748,0.225249839636187,7,17,35,6,2.05882352941176
2017,"NS-IBTS",1,"3.a",1.28712935497363,1.63185395176212,1.18160551848511,8,27,31,5,1.14814814814815
