"Survey","Quarter","Year","StatRec","F_CODE","Lat","Lon","WKT","Boreal","Lusitanian","Unknown","Atlantic","ratio"
"BITS",1,2001,"37G1","3.b, c",11.5,54.25,"POLYGON ((10.9999999997003 54.0000000001,10.9999999997003 54.5000000000001,12.0000000003997 54.5000000000001,12.0000000003997 54.0000000001,10.9999999997003 54.0000000001))",4,3,1,0,0.75
"BITS",1,2001,"37G2","3.d",12.5,54.25,"POLYGON ((12.0000000003997 54.0000000001,12.0000000003997 54.5000000000001,13.0000000001999 54.5000000000001,13.0000000001999 54.0000000001,12.0000000003997 54.0000000001))",5,3,1,0,0.6
"BITS",1,2001,"37G4","3.d",14.5,54.25,"POLYGON ((14.0000000000001 54.0000000001,14.0000000000001 54.5000000000001,14.9999999998002 54.5000000000001,14.9999999998002 54.0000000001,14.0000000000001 54.0000000001))",5,1,1,0,0.2
"BITS",1,2001,"37G5","3.d",15.5,54.25,"POLYGON ((14.9999999998002 54.0000000001,14.9999999998002 54.5000000000001,15.9999999996003 54.5000000000001,15.9999999996003 54.0000000001,14.9999999998002 54.0000000001))",2,1,0,0,0.5
"BITS",1,2001,"38G0","3.b, c",10.5,54.75,"POLYGON ((9.99999999990013 54.5000000000001,9.99999999990013 54.9999999999001,10.9999999997003 54.9999999999001,10.9999999997003 54.5000000000001,9.99999999990013 54.5000000000001))",6,3,1,0,0.5
"BITS",1,2001,"38G1","3.b, c",11.5,54.75,"POLYGON ((10.9999999997003 54.5000000000001,10.9999999997003 54.9999999999001,12.0000000003997 54.9999999999001,12.0000000003997 54.5000000000001,10.9999999997003 54.5000000000001))",5,6,0,0,1.2
"BITS",1,2001,"38G2","3.d",12.5,54.75,"POLYGON ((12.0000000003997 54.5000000000001,12.0000000003997 54.9999999999001,13.0000000001999 54.9999999999001,13.0000000001999 54.5000000000001,12.0000000003997 54.5000000000001))",6,3,1,0,0.5
"BITS",1,2001,"38G3","3.d",13.5,54.75,"POLYGON ((13.0000000001999 54.5000000000001,13.0000000001999 54.9999999999001,14.0000000000001 54.9999999999001,14.0000000000001 54.5000000000001,13.0000000001999 54.5000000000001))",10,3,1,1,0.3
"BITS",1,2001,"38G4","3.d",14.5,54.75,"POLYGON ((14.0000000000001 54.5000000000001,14.0000000000001 54.9999999999001,14.9999999998002 54.9999999999001,14.9999999998002 54.5000000000001,14.0000000000001 54.5000000000001))",4,3,1,0,0.75
"BITS",1,2001,"39F9","3.b, c",9.5,55.25,"POLYGON ((9.00000000009999 54.9999999999001,9.00000000009999 55.4999999998002,9.99999999990013 55.4999999998002,9.99999999990013 54.9999999999001,9.00000000009999 54.9999999999001))",10,5,0,0,0.5
"BITS",1,2001,"39G0","3.b, c",10.5,55.25,"POLYGON ((9.99999999990013 54.9999999999001,9.99999999990013 55.4999999998002,10.9999999997003 55.4999999998002,10.9999999997003 54.9999999999001,9.99999999990013 54.9999999999001))",10,8,0,0,0.8
"BITS",1,2001,"39G1","3.b, c",11.5,55.25,"POLYGON ((10.9999999997003 54.9999999999001,10.9999999997003 55.4999999998002,12.0000000003997 55.4999999998002,12.0000000003997 54.9999999999001,10.9999999997003 54.9999999999001))",6,5,0,0,0.833333333333333
"BITS",1,2001,"39G2","3.d",12.5,55.25,"POLYGON ((12.0000000003997 54.9999999999001,12.0000000003997 55.4999999998002,13.0000000001999 55.4999999998002,13.0000000001999 54.9999999999001,12.0000000003997 54.9999999999001))",5,3,0,0,0.6
"BITS",1,2001,"39G3","3.d",13.5,55.25,"POLYGON ((13.0000000001999 54.9999999999001,13.0000000001999 55.4999999998002,14.0000000000001 55.4999999998002,14.0000000000001 54.9999999999001,13.0000000001999 54.9999999999001))",7,3,1,0,0.428571428571429
"BITS",1,2001,"39G4","3.d",14.5,55.25,"POLYGON ((14.0000000000001 54.9999999999001,14.0000000000001 55.4999999998002,14.9999999998002 55.4999999998002,14.9999999998002 54.9999999999001,14.0000000000001 54.9999999999001))",6,4,1,0,0.666666666666667
