"Survey","Quarter","Year","StatRec","F_CODE","Lat","Lon","WKT","Boreal","Lusitanian","Unknown","Atlantic","ratio"
"NS-IBTS",1,1970,"41E8","4.b",-1.5,56.25,"POLYGON ((-2.00000000039967 55.9999999997003,-2.00000000039967 56.4999999996003,-0.999999999700151 56.4999999996003,-0.999999999700151 55.9999999997003,-2.00000000039967 55.9999999997003))",9,7,0,0,0.777777777777778
"NS-IBTS",1,1970,"41E9","4.b",-0.5,56.25,"POLYGON ((-0.999999999700151 55.9999999997003,-0.999999999700151 56.4999999996003,0.000000000099988 56.4999999996003,0.000000000099988 55.9999999997003,-0.999999999700151 55.9999999997003))",8,5,1,0,0.625
"NS-IBTS",1,1970,"41F0","4.b",0.5,56.25,"POLYGON ((0.000000000099988 55.9999999997003,0.000000000099988 56.4999999996003,0.999999999900126 56.4999999996003,0.999999999900126 55.9999999997003,0.000000000099988 55.9999999997003))",7,6,0,1,0.857142857142857
"NS-IBTS",1,1970,"42E7","4.b",-2.5,56.75,"POLYGON ((-3.0000000001998 56.4999999996003,-3.0000000001998 57.0000000003998,-2.00000000039967 57.0000000003998,-2.00000000039967 56.4999999996003,-3.0000000001998 56.4999999996003))",7,5,0,0,0.714285714285714
"NS-IBTS",1,1970,"42F0","4.b",0.5,56.75,"POLYGON ((0.000000000099988 56.4999999996003,0.000000000099988 57.0000000003998,0.999999999900126 57.0000000003998,0.999999999900126 56.4999999996003,0.000000000099988 56.4999999996003))",10,4,0,1,0.4
"NS-IBTS",1,1970,"43E8","4.b",-1.5,57.25,"POLYGON ((-2.00000000039967 57.0000000003998,-2.00000000039967 57.5000000002998,-0.999999999700151 57.5000000002998,-0.999999999700151 57.0000000003998,-2.00000000039967 57.0000000003998))",10,6,1,0,0.6
"NS-IBTS",1,1970,"43F0","4.b",0.5,57.25,"POLYGON ((0.000000000099988 57.0000000003998,0.000000000099988 57.5000000002998,0.999999999900126 57.5000000002998,0.999999999900126 57.0000000003998,0.000000000099988 57.0000000003998))",7,4,0,1,0.571428571428571
"NS-IBTS",1,1971,"36F3","4.b",3.5,53.75,"POLYGON ((3.00000000039972 53.5000000001999,3.00000000039972 54.0000000001,4.00000000019992 54.0000000001,4.00000000019992 53.5000000001999,3.00000000039972 53.5000000001999))",7,4,1,0,0.571428571428571
"NS-IBTS",1,1971,"37F2","4.b",2.5,54.25,"POLYGON ((1.99999999970026 54.0000000001,1.99999999970026 54.5000000000001,3.00000000039972 54.5000000000001,3.00000000039972 54.0000000001,1.99999999970026 54.0000000001))",6,3,0,1,0.5
"NS-IBTS",1,1971,"38F0","4.b",0.5,54.75,"POLYGON ((0.000000000099988 54.5000000000001,0.000000000099988 54.9999999999001,0.999999999900126 54.9999999999001,0.999999999900126 54.5000000000001,0.000000000099988 54.5000000000001))",6,3,2,0,0.5
"NS-IBTS",1,1971,"38F3","4.b",3.5,54.75,"POLYGON ((3.00000000039972 54.5000000000001,3.00000000039972 54.9999999999001,4.00000000019992 54.9999999999001,4.00000000019992 54.5000000000001,3.00000000039972 54.5000000000001))",6,3,1,0,0.5
"NS-IBTS",1,1971,"38F4","4.b",4.5,54.75,"POLYGON ((4.00000000019992 54.5000000000001,4.00000000019992 54.9999999999001,5.00000000000006 54.9999999999001,5.00000000000006 54.5000000000001,4.00000000019992 54.5000000000001))",7,4,1,0,0.571428571428571
"NS-IBTS",1,1971,"38F5","4.b",5.5,54.75,"POLYGON ((5.00000000000006 54.5000000000001,5.00000000000006 54.9999999999001,5.9999999998002 54.9999999999001,5.9999999998002 54.5000000000001,5.00000000000006 54.5000000000001))",4,4,1,0,1
"NS-IBTS",1,1971,"39F0","4.b",0.5,55.25,"POLYGON ((0.000000000099988 54.9999999999001,0.000000000099988 55.4999999998002,0.999999999900126 55.4999999998002,0.999999999900126 54.9999999999001,0.000000000099988 54.9999999999001))",7,2,0,0,0.285714285714286
"NS-IBTS",1,1971,"39F5","4.b",5.5,55.25,"POLYGON ((5.00000000000006 54.9999999999001,5.00000000000006 55.4999999998002,5.9999999998002 55.4999999998002,5.9999999998002 54.9999999999001,5.00000000000006 54.9999999999001))",5,2,0,0,0.4
"NS-IBTS",1,1971,"40F2","4.b",2.5,55.75,"POLYGON ((1.99999999970026 55.4999999998002,1.99999999970026 55.9999999997003,3.00000000039972 55.9999999997003,3.00000000039972 55.4999999998002,1.99999999970026 55.4999999998002))",6,2,0,0,0.333333333333333
"NS-IBTS",1,1971,"40F5","4.b",5.5,55.75,"POLYGON ((5.00000000000006 55.4999999998002,5.00000000000006 55.9999999997003,5.9999999998002 55.9999999997003,5.9999999998002 55.4999999998002,5.00000000000006 55.4999999998002))",6,2,0,0,0.333333333333333
"NS-IBTS",1,1971,"41E7","4.b",-2.5,56.25,"POLYGON ((-3.0000000001998 55.9999999997003,-3.0000000001998 56.4999999996003,-2.00000000039967 56.4999999996003,-2.00000000039967 55.9999999997003,-3.0000000001998 55.9999999997003))",8,2,1,0,0.25
"NS-IBTS",1,1971,"41F0","4.b",0.5,56.25,"POLYGON ((0.000000000099988 55.9999999997003,0.000000000099988 56.4999999996003,0.999999999900126 56.4999999996003,0.999999999900126 55.9999999997003,0.000000000099988 55.9999999997003))",6,2,0,0,0.333333333333333
"NS-IBTS",1,1971,"41F2","4.b",2.5,56.25,"POLYGON ((1.99999999970026 55.9999999997003,1.99999999970026 56.4999999996003,3.00000000039972 56.4999999996003,3.00000000039972 55.9999999997003,1.99999999970026 55.9999999997003))",7,3,0,0,0.428571428571429
"NS-IBTS",1,1971,"41F3","4.b",3.5,56.25,"POLYGON ((3.00000000039972 55.9999999997003,3.00000000039972 56.4999999996003,4.00000000019992 56.4999999996003,4.00000000019992 55.9999999997003,3.00000000039972 55.9999999997003))",4,3,0,0,0.75
"NS-IBTS",1,1971,"41F5","4.b",5.5,56.25,"POLYGON ((5.00000000000006 55.9999999997003,5.00000000000006 56.4999999996003,5.9999999998002 56.4999999996003,5.9999999998002 55.9999999997003,5.00000000000006 55.9999999997003))",7,3,0,0,0.428571428571429
"NS-IBTS",1,1971,"42E7","4.b",-2.5,56.75,"POLYGON ((-3.0000000001998 56.4999999996003,-3.0000000001998 57.0000000003998,-2.00000000039967 57.0000000003998,-2.00000000039967 56.4999999996003,-3.0000000001998 56.4999999996003))",4,2,0,0,0.5
"NS-IBTS",1,1971,"42F0","4.b",0.5,56.75,"POLYGON ((0.000000000099988 56.4999999996003,0.000000000099988 57.0000000003998,0.999999999900126 57.0000000003998,0.999999999900126 56.4999999996003,0.000000000099988 56.4999999996003))",1,1,0,0,1
"NS-IBTS",1,1971,"42F2","4.b",2.5,56.75,"POLYGON ((1.99999999970026 56.4999999996003,1.99999999970026 57.0000000003998,3.00000000039972 57.0000000003998,3.00000000039972 56.4999999996003,1.99999999970026 56.4999999996003))",5,2,1,0,0.4
"NS-IBTS",1,1971,"42F3","4.b",3.5,56.75,"POLYGON ((3.00000000039972 56.4999999996003,3.00000000039972 57.0000000003998,4.00000000019992 57.0000000003998,4.00000000019992 56.4999999996003,3.00000000039972 56.4999999996003))",4,2,0,0,0.5
"NS-IBTS",1,1971,"43E8","4.b",-1.5,57.25,"POLYGON ((-2.00000000039967 57.0000000003998,-2.00000000039967 57.5000000002998,-0.999999999700151 57.5000000002998,-0.999999999700151 57.0000000003998,-2.00000000039967 57.0000000003998))",5,3,1,0,0.6
"NS-IBTS",1,1971,"43E9","4.b",-0.5,57.25,"POLYGON ((-0.999999999700151 57.0000000003998,-0.999999999700151 57.5000000002998,0.000000000099988 57.5000000002998,0.000000000099988 57.0000000003998,-0.999999999700151 57.0000000003998))",5,3,3,0,0.6
"NS-IBTS",1,1971,"43F1","4.b",1.5,57.25,"POLYGON ((0.999999999900126 57.0000000003998,0.999999999900126 57.5000000002998,1.99999999970026 57.5000000002998,1.99999999970026 57.0000000003998,0.999999999900126 57.0000000003998))",7,2,1,0,0.285714285714286
"NS-IBTS",1,1971,"43F2","4.b",2.5,57.25,"POLYGON ((1.99999999970026 57.0000000003998,1.99999999970026 57.5000000002998,3.00000000039972 57.5000000002998,3.00000000039972 57.0000000003998,1.99999999970026 57.0000000003998))",6,2,0,0,0.333333333333333
"NS-IBTS",1,1971,"43F3","4.b",3.5,57.25,"POLYGON ((3.00000000039972 57.0000000003998,3.00000000039972 57.5000000002998,4.00000000019992 57.5000000002998,4.00000000019992 57.0000000003998,3.00000000039972 57.0000000003998))",2,0,0,0,0
"NS-IBTS",1,1971,"43F4","4.b",4.5,57.25,"POLYGON ((4.00000000019992 57.0000000003998,4.00000000019992 57.5000000002998,5.00000000000006 57.5000000002998,5.00000000000006 57.0000000003998,4.00000000019992 57.0000000003998))",5,1,1,0,0.2
"NS-IBTS",1,1971,"44E6","4.a",-3.5,57.75,"POLYGON ((-3.99999999999994 57.5000000002998,-3.99999999999994 58.0000000001999,-3.0000000001998 58.0000000001999,-3.0000000001998 57.5000000002998,-3.99999999999994 57.5000000002998))",6,1,2,0,0.166666666666667
"NS-IBTS",1,1971,"44E7","4.a",-2.5,57.75,"POLYGON ((-3.0000000001998 57.5000000002998,-3.0000000001998 58.0000000001999,-2.00000000039967 58.0000000001999,-2.00000000039967 57.5000000002998,-3.0000000001998 57.5000000002998))",5,5,2,0,1
"NS-IBTS",1,1971,"44E8","4.a",-1.5,57.75,"POLYGON ((-2.00000000039967 57.5000000002998,-2.00000000039967 58.0000000001999,-0.999999999700151 58.0000000001999,-0.999999999700151 57.5000000002998,-2.00000000039967 57.5000000002998))",8,5,4,0,0.625
"NS-IBTS",1,1971,"44E9","4.a",-0.5,57.75,"POLYGON ((-0.999999999700151 57.5000000002998,-0.999999999700151 58.0000000001999,0.000000000099988 58.0000000001999,0.000000000099988 57.5000000002998,-0.999999999700151 57.5000000002998))",8,4,0,0,0.5
"NS-IBTS",1,1971,"44F2","4.a",2.5,57.75,"POLYGON ((1.99999999970026 57.5000000002998,1.99999999970026 58.0000000001999,3.00000000039972 58.0000000001999,3.00000000039972 57.5000000002998,1.99999999970026 57.5000000002998))",4,1,1,0,0.25
"NS-IBTS",1,1971,"44F3","4.a",3.5,57.75,"POLYGON ((3.00000000039972 57.5000000002998,3.00000000039972 58.0000000001999,4.00000000019992 58.0000000001999,4.00000000019992 57.5000000002998,3.00000000039972 57.5000000002998))",4,2,0,0,0.5
"NS-IBTS",1,1971,"45E6","4.a",-3.5,58.25,"POLYGON ((-3.99999999999994 58.0000000001999,-3.99999999999994 58.5000000001,-3.0000000001998 58.5000000001,-3.0000000001998 58.0000000001999,-3.99999999999994 58.0000000001999))",9,4,1,0,0.444444444444444
"NS-IBTS",1,1971,"45E7","4.a",-2.5,58.25,"POLYGON ((-3.0000000001998 58.0000000001999,-3.0000000001998 58.5000000001,-2.00000000039967 58.5000000001,-2.00000000039967 58.0000000001999,-3.0000000001998 58.0000000001999))",6,6,1,0,1
"NS-IBTS",1,1971,"45F0","4.a",0.5,58.25,"POLYGON ((0.000000000099988 58.0000000001999,0.000000000099988 58.5000000001,0.999999999900126 58.5000000001,0.999999999900126 58.0000000001999,0.000000000099988 58.0000000001999))",7,2,0,0,0.285714285714286
"NS-IBTS",1,1971,"45F1","4.a",1.5,58.25,"POLYGON ((0.999999999900126 58.0000000001999,0.999999999900126 58.5000000001,1.99999999970026 58.5000000001,1.99999999970026 58.0000000001999,0.999999999900126 58.0000000001999))",10,6,1,0,0.6
"NS-IBTS",1,1971,"46E6","4.a",-3.5,58.75,"POLYGON ((-3.99999999999994 58.5000000001,-3.99999999999994 59.0000000000001,-3.0000000001998 59.0000000000001,-3.0000000001998 58.5000000001,-3.99999999999994 58.5000000001))",5,2,1,0,0.4
"NS-IBTS",1,1971,"46E7","4.a",-2.5,58.75,"POLYGON ((-3.0000000001998 58.5000000001,-3.0000000001998 59.0000000000001,-2.00000000039967 59.0000000000001,-2.00000000039967 58.5000000001,-3.0000000001998 58.5000000001))",4,9,1,0,2.25
"NS-IBTS",1,1971,"46F0","4.a",0.5,58.75,"POLYGON ((0.000000000099988 58.5000000001,0.000000000099988 59.0000000000001,0.999999999900126 59.0000000000001,0.999999999900126 58.5000000001,0.000000000099988 58.5000000001))",8,4,0,0,0.5
"NS-IBTS",1,1971,"46F1","4.a",1.5,58.75,"POLYGON ((0.999999999900126 58.5000000001,0.999999999900126 59.0000000000001,1.99999999970026 59.0000000000001,1.99999999970026 58.5000000001,0.999999999900126 58.5000000001))",4,2,0,0,0.5
"NS-IBTS",1,1972,"36F3","4.b",3.5,53.75,"POLYGON ((3.00000000039972 53.5000000001999,3.00000000039972 54.0000000001,4.00000000019992 54.0000000001,4.00000000019992 53.5000000001999,3.00000000039972 53.5000000001999))",3,1,0,0,0.333333333333333
"NS-IBTS",1,1972,"37F0","4.b",0.5,54.25,"POLYGON ((0.000000000099988 54.0000000001,0.000000000099988 54.5000000000001,0.999999999900126 54.5000000000001,0.999999999900126 54.0000000001,0.000000000099988 54.0000000001))",8,8,0,1,1
"NS-IBTS",1,1972,"37F1","4.b",1.5,54.25,"POLYGON ((0.999999999900126 54.0000000001,0.999999999900126 54.5000000000001,1.99999999970026 54.5000000000001,1.99999999970026 54.0000000001,0.999999999900126 54.0000000001))",7,4,1,1,0.571428571428571
"NS-IBTS",1,1972,"37F2","4.b",2.5,54.25,"POLYGON ((1.99999999970026 54.0000000001,1.99999999970026 54.5000000000001,3.00000000039972 54.5000000000001,3.00000000039972 54.0000000001,1.99999999970026 54.0000000001))",5,6,2,1,1.2
"NS-IBTS",1,1972,"37F3","4.b",3.5,54.25,"POLYGON ((3.00000000039972 54.0000000001,3.00000000039972 54.5000000000001,4.00000000019992 54.5000000000001,4.00000000019992 54.0000000001,3.00000000039972 54.0000000001))",6,5,1,1,0.833333333333333
